#    L    TT             EE             TE             PP             TP          
  2020   0.233517E+03   0.754203E+01  -0.208284E+02   0.940255E+05   0.109054E+02
  2021   0.233678E+03   0.746982E+01  -0.207323E+02   0.939430E+05   0.107683E+02
  2022   0.233833E+03   0.739787E+01  -0.206326E+02   0.938605E+05   0.106268E+02
  2023   0.233979E+03   0.732629E+01  -0.205295E+02   0.937782E+05   0.104813E+02
  2024   0.234118E+03   0.725507E+01  -0.204227E+02   0.936960E+05   0.103323E+02
  2025   0.234250E+03   0.718424E+01  -0.203125E+02   0.936139E+05   0.101801E+02
  2026   0.234372E+03   0.711381E+01  -0.201989E+02   0.935319E+05   0.100252E+02
  2027   0.234487E+03   0.704381E+01  -0.200819E+02   0.934500E+05   0.986803E+01
  2028   0.234593E+03   0.697425E+01  -0.199615E+02   0.933682E+05   0.970900E+01
  2029   0.234690E+03   0.690515E+01  -0.198379E+02   0.932865E+05   0.954853E+01
  2030   0.234779E+03   0.683654E+01  -0.197111E+02   0.932049E+05   0.938707E+01
  2031   0.234859E+03   0.676845E+01  -0.195811E+02   0.931234E+05   0.922502E+01
  2032   0.234930E+03   0.670087E+01  -0.194481E+02   0.930420E+05   0.906281E+01
  2033   0.234991E+03   0.663385E+01  -0.193120E+02   0.929607E+05   0.890088E+01
  2034   0.235043E+03   0.656741E+01  -0.191729E+02   0.928795E+05   0.873964E+01
  2035   0.235085E+03   0.650155E+01  -0.190309E+02   0.927984E+05   0.857953E+01
  2036   0.235118E+03   0.643630E+01  -0.188860E+02   0.927174E+05   0.842096E+01
  2037   0.235140E+03   0.637167E+01  -0.187383E+02   0.926366E+05   0.826437E+01
  2038   0.235153E+03   0.630768E+01  -0.185878E+02   0.925558E+05   0.811017E+01
  2039   0.235155E+03   0.624435E+01  -0.184347E+02   0.924751E+05   0.795880E+01
  2040   0.235147E+03   0.618169E+01  -0.182789E+02   0.923945E+05   0.781068E+01
  2041   0.235127E+03   0.611971E+01  -0.181205E+02   0.923141E+05   0.766623E+01
  2042   0.235098E+03   0.605844E+01  -0.179596E+02   0.922337E+05   0.752588E+01
  2043   0.235058E+03   0.599790E+01  -0.177962E+02   0.921534E+05   0.739006E+01
  2044   0.235006E+03   0.593811E+01  -0.176305E+02   0.920732E+05   0.725919E+01
  2045   0.234945E+03   0.587907E+01  -0.174625E+02   0.919932E+05   0.713370E+01
  2046   0.234872E+03   0.582080E+01  -0.172921E+02   0.919132E+05   0.701401E+01
  2047   0.234787E+03   0.576332E+01  -0.171197E+02   0.918333E+05   0.690056E+01
  2048   0.234692E+03   0.570666E+01  -0.169452E+02   0.917535E+05   0.679375E+01
  2049   0.234586E+03   0.565081E+01  -0.167687E+02   0.916739E+05   0.669402E+01
  2050   0.234468E+03   0.559580E+01  -0.165902E+02   0.915943E+05   0.660180E+01
  2051   0.234339E+03   0.554164E+01  -0.164098E+02   0.915148E+05   0.651742E+01
  2052   0.234199E+03   0.548833E+01  -0.162276E+02   0.914354E+05   0.644084E+01
  2053   0.234046E+03   0.543589E+01  -0.160436E+02   0.913562E+05   0.637192E+01
  2054   0.233882E+03   0.538433E+01  -0.158580E+02   0.912770E+05   0.631054E+01
  2055   0.233706E+03   0.533367E+01  -0.156706E+02   0.911979E+05   0.625656E+01
  2056   0.233519E+03   0.528390E+01  -0.154818E+02   0.911189E+05   0.620985E+01
  2057   0.233319E+03   0.523505E+01  -0.152914E+02   0.910401E+05   0.617028E+01
  2058   0.233108E+03   0.518713E+01  -0.150996E+02   0.909613E+05   0.613772E+01
  2059   0.232884E+03   0.514013E+01  -0.149066E+02   0.908826E+05   0.611203E+01
  2060   0.232649E+03   0.509409E+01  -0.147122E+02   0.908040E+05   0.609309E+01
  2061   0.232402E+03   0.504899E+01  -0.145166E+02   0.907255E+05   0.608076E+01
  2062   0.232143E+03   0.500486E+01  -0.143199E+02   0.906471E+05   0.607491E+01
  2063   0.231872E+03   0.496170E+01  -0.141222E+02   0.905688E+05   0.607540E+01
  2064   0.231589E+03   0.491953E+01  -0.139236E+02   0.904906E+05   0.608211E+01
  2065   0.231295E+03   0.487833E+01  -0.137240E+02   0.904125E+05   0.609491E+01
  2066   0.230988E+03   0.483813E+01  -0.135236E+02   0.903345E+05   0.611365E+01
  2067   0.230669E+03   0.479894E+01  -0.133225E+02   0.902566E+05   0.613822E+01
  2068   0.230339E+03   0.476074E+01  -0.131207E+02   0.901788E+05   0.616848E+01
  2069   0.229997E+03   0.472356E+01  -0.129183E+02   0.901011E+05   0.620429E+01
  2070   0.229643E+03   0.468741E+01  -0.127153E+02   0.900235E+05   0.624552E+01
  2071   0.229277E+03   0.465227E+01  -0.125119E+02   0.899460E+05   0.629205E+01
  2072   0.228899E+03   0.461815E+01  -0.123082E+02   0.898686E+05   0.634374E+01
  2073   0.228510E+03   0.458506E+01  -0.121041E+02   0.897912E+05   0.640045E+01
  2074   0.228109E+03   0.455302E+01  -0.118997E+02   0.897140E+05   0.646206E+01
  2075   0.227696E+03   0.452201E+01  -0.116952E+02   0.896369E+05   0.652844E+01
  2076   0.227271E+03   0.449203E+01  -0.114906E+02   0.895599E+05   0.659945E+01
  2077   0.226835E+03   0.446310E+01  -0.112859E+02   0.894829E+05   0.667496E+01
  2078   0.226387E+03   0.443522E+01  -0.110813E+02   0.894061E+05   0.675484E+01
  2079   0.225928E+03   0.440838E+01  -0.108768E+02   0.893293E+05   0.683895E+01
  2080   0.225458E+03   0.438259E+01  -0.106725E+02   0.892527E+05   0.692717E+01
  2081   0.224976E+03   0.435785E+01  -0.104684E+02   0.891761E+05   0.701936E+01
  2082   0.224484E+03   0.433417E+01  -0.102648E+02   0.890997E+05   0.711540E+01
  2083   0.223980E+03   0.431153E+01  -0.100615E+02   0.890233E+05   0.721514E+01
  2084   0.223465E+03   0.428996E+01  -0.985870E+01   0.889470E+05   0.731846E+01
  2085   0.222941E+03   0.426943E+01  -0.965649E+01   0.888709E+05   0.742522E+01
  2086   0.222405E+03   0.424995E+01  -0.945487E+01   0.887948E+05   0.753530E+01
  2087   0.221858E+03   0.423152E+01  -0.925393E+01   0.887188E+05   0.764856E+01
  2088   0.221301E+03   0.421413E+01  -0.905372E+01   0.886429E+05   0.776487E+01
  2089   0.220734E+03   0.419778E+01  -0.885433E+01   0.885671E+05   0.788410E+01
  2090   0.220156E+03   0.418248E+01  -0.865584E+01   0.884914E+05   0.800611E+01
  2091   0.219568E+03   0.416822E+01  -0.845823E+01   0.884158E+05   0.813078E+01
  2092   0.218969E+03   0.415498E+01  -0.826167E+01   0.883403E+05   0.825796E+01
  2093   0.218360E+03   0.414278E+01  -0.806622E+01   0.882649E+05   0.838754E+01
  2094   0.217742E+03   0.413160E+01  -0.787181E+01   0.881896E+05   0.851938E+01
  2095   0.217114E+03   0.412144E+01  -0.767866E+01   0.881144E+05   0.865334E+01
  2096   0.216477E+03   0.411230E+01  -0.748677E+01   0.880392E+05   0.878929E+01
  2097   0.215830E+03   0.410416E+01  -0.729618E+01   0.879642E+05   0.892711E+01
  2098   0.215173E+03   0.409704E+01  -0.710699E+01   0.878892E+05   0.906666E+01
  2099   0.214507E+03   0.409090E+01  -0.691923E+01   0.878144E+05   0.920780E+01
  2100   0.213832E+03   0.408576E+01  -0.673297E+01   0.877396E+05   0.935042E+01
  2101   0.213148E+03   0.408161E+01  -0.654826E+01   0.876649E+05   0.949435E+01
  2102   0.212455E+03   0.407842E+01  -0.636516E+01   0.875904E+05   0.963943E+01
  2103   0.211753E+03   0.407621E+01  -0.618373E+01   0.875159E+05   0.978546E+01
  2104   0.211042E+03   0.407496E+01  -0.600402E+01   0.874415E+05   0.993224E+01
  2105   0.210323E+03   0.407467E+01  -0.582610E+01   0.873672E+05   0.100796E+02
  2106   0.209596E+03   0.407531E+01  -0.564999E+01   0.872930E+05   0.102273E+02
  2107   0.208860E+03   0.407689E+01  -0.547577E+01   0.872189E+05   0.103752E+02
  2108   0.208116E+03   0.407939E+01  -0.530348E+01   0.871449E+05   0.105231E+02
  2109   0.207365E+03   0.408281E+01  -0.513318E+01   0.870709E+05   0.106707E+02
  2110   0.206606E+03   0.408713E+01  -0.496491E+01   0.869971E+05   0.108180E+02
  2111   0.205840E+03   0.409235E+01  -0.479872E+01   0.869233E+05   0.109646E+02
  2112   0.205067E+03   0.409846E+01  -0.463468E+01   0.868497E+05   0.111105E+02
  2113   0.204287E+03   0.410544E+01  -0.447280E+01   0.867761E+05   0.112554E+02
  2114   0.203500E+03   0.411329E+01  -0.431314E+01   0.867027E+05   0.113991E+02
  2115   0.202707E+03   0.412198E+01  -0.415574E+01   0.866293E+05   0.115414E+02
  2116   0.201907E+03   0.413151E+01  -0.400064E+01   0.865560E+05   0.116822E+02
  2117   0.201101E+03   0.414188E+01  -0.384788E+01   0.864828E+05   0.118213E+02
  2118   0.200288E+03   0.415305E+01  -0.369751E+01   0.864097E+05   0.119583E+02
  2119   0.199471E+03   0.416502E+01  -0.354956E+01   0.863367E+05   0.120933E+02
  2120   0.198646E+03   0.417779E+01  -0.340406E+01   0.862637E+05   0.122259E+02
  2121   0.197817E+03   0.419133E+01  -0.326106E+01   0.861909E+05   0.123559E+02
  2122   0.196983E+03   0.420563E+01  -0.312059E+01   0.861182E+05   0.124833E+02
  2123   0.196143E+03   0.422069E+01  -0.298268E+01   0.860455E+05   0.126077E+02
  2124   0.195299E+03   0.423647E+01  -0.284737E+01   0.859729E+05   0.127291E+02
  2125   0.194449E+03   0.425298E+01  -0.271469E+01   0.859004E+05   0.128471E+02
  2126   0.193596E+03   0.427020E+01  -0.258466E+01   0.858281E+05   0.129617E+02
  2127   0.192738E+03   0.428811E+01  -0.245734E+01   0.857558E+05   0.130725E+02
  2128   0.191876E+03   0.430670E+01  -0.233273E+01   0.856835E+05   0.131795E+02
  2129   0.191011E+03   0.432595E+01  -0.221087E+01   0.856114E+05   0.132824E+02
  2130   0.190141E+03   0.434584E+01  -0.209179E+01   0.855394E+05   0.133810E+02
  2131   0.189269E+03   0.436637E+01  -0.197552E+01   0.854674E+05   0.134752E+02
  2132   0.188392E+03   0.438752E+01  -0.186208E+01   0.853956E+05   0.135647E+02
  2133   0.187513E+03   0.440926E+01  -0.175149E+01   0.853238E+05   0.136494E+02
  2134   0.186631E+03   0.443160E+01  -0.164378E+01   0.852521E+05   0.137291E+02
  2135   0.185746E+03   0.445450E+01  -0.153896E+01   0.851805E+05   0.138035E+02
  2136   0.184859E+03   0.447795E+01  -0.143705E+01   0.851090E+05   0.138725E+02
  2137   0.183969E+03   0.450195E+01  -0.133807E+01   0.850376E+05   0.139359E+02
  2138   0.183078E+03   0.452647E+01  -0.124202E+01   0.849663E+05   0.139934E+02
  2139   0.182185E+03   0.455149E+01  -0.114894E+01   0.848950E+05   0.140450E+02
  2140   0.181291E+03   0.457701E+01  -0.105884E+01   0.848239E+05   0.140904E+02
  2141   0.180395E+03   0.460299E+01  -0.971731E+00   0.847528E+05   0.141293E+02
  2142   0.179499E+03   0.462944E+01  -0.887611E+00   0.846818E+05   0.141617E+02
  2143   0.178601E+03   0.465632E+01  -0.806508E+00   0.846109E+05   0.141874E+02
  2144   0.177703E+03   0.468363E+01  -0.728422E+00   0.845401E+05   0.142060E+02
  2145   0.176804E+03   0.471134E+01  -0.653374E+00   0.844694E+05   0.142175E+02
  2146   0.175904E+03   0.473942E+01  -0.581371E+00   0.843988E+05   0.142216E+02
  2147   0.175005E+03   0.476789E+01  -0.512419E+00   0.843282E+05   0.142182E+02
  2148   0.174105E+03   0.479671E+01  -0.446521E+00   0.842578E+05   0.142071E+02
  2149   0.173207E+03   0.482586E+01  -0.383680E+00   0.841874E+05   0.141880E+02
  2150   0.172308E+03   0.485533E+01  -0.323902E+00   0.841171E+05   0.141608E+02
  2151   0.171410E+03   0.488509E+01  -0.267190E+00   0.840469E+05   0.141253E+02
  2152   0.170512E+03   0.491514E+01  -0.213547E+00   0.839768E+05   0.140819E+02
  2153   0.169616E+03   0.494545E+01  -0.162975E+00   0.839067E+05   0.140308E+02
  2154   0.168721E+03   0.497601E+01  -0.115470E+00   0.838368E+05   0.139722E+02
  2155   0.167828E+03   0.500680E+01  -0.710265E-01   0.837669E+05   0.139067E+02
  2156   0.166936E+03   0.503779E+01  -0.296370E-01   0.836971E+05   0.138344E+02
  2157   0.166046E+03   0.506899E+01   0.870404E-02   0.836274E+05   0.137557E+02
  2158   0.165159E+03   0.510036E+01   0.440030E-01   0.835578E+05   0.136709E+02
  2159   0.164272E+03   0.513189E+01   0.762659E-01   0.834883E+05   0.135803E+02
  2160   0.163389E+03   0.516356E+01   0.105501E+00   0.834189E+05   0.134842E+02
  2161   0.162508E+03   0.519536E+01   0.131717E+00   0.833495E+05   0.133830E+02
  2162   0.161630E+03   0.522726E+01   0.154929E+00   0.832802E+05   0.132770E+02
  2163   0.160755E+03   0.525926E+01   0.175147E+00   0.832110E+05   0.131664E+02
  2164   0.159883E+03   0.529132E+01   0.192385E+00   0.831419E+05   0.130517E+02
  2165   0.159013E+03   0.532344E+01   0.206654E+00   0.830729E+05   0.129330E+02
  2166   0.158148E+03   0.535559E+01   0.217966E+00   0.830039E+05   0.128108E+02
  2167   0.157286E+03   0.538775E+01   0.226337E+00   0.829351E+05   0.126854E+02
  2168   0.156428E+03   0.541993E+01   0.231790E+00   0.828663E+05   0.125570E+02
  2169   0.155574E+03   0.545208E+01   0.234350E+00   0.827976E+05   0.124260E+02
  2170   0.154724E+03   0.548421E+01   0.234044E+00   0.827290E+05   0.122927E+02
  2171   0.153877E+03   0.551629E+01   0.230896E+00   0.826604E+05   0.121575E+02
  2172   0.153036E+03   0.554831E+01   0.224934E+00   0.825920E+05   0.120205E+02
  2173   0.152200E+03   0.558025E+01   0.216182E+00   0.825236E+05   0.118823E+02
  2174   0.151369E+03   0.561211E+01   0.204667E+00   0.824553E+05   0.117430E+02
  2175   0.150542E+03   0.564385E+01   0.190414E+00   0.823871E+05   0.116030E+02
  2176   0.149721E+03   0.567547E+01   0.173449E+00   0.823190E+05   0.114626E+02
  2177   0.148906E+03   0.570695E+01   0.153799E+00   0.822510E+05   0.113221E+02
  2178   0.148095E+03   0.573827E+01   0.131487E+00   0.821830E+05   0.111819E+02
  2179   0.147291E+03   0.576942E+01   0.106541E+00   0.821151E+05   0.110422E+02
  2180   0.146492E+03   0.580038E+01   0.789869E-01   0.820473E+05   0.109034E+02
  2181   0.145698E+03   0.583112E+01   0.488508E-01   0.819796E+05   0.107658E+02
  2182   0.144912E+03   0.586165E+01   0.161668E-01   0.819119E+05   0.106297E+02
  2183   0.144131E+03   0.589194E+01  -0.190299E-01   0.818444E+05   0.104954E+02
  2184   0.143357E+03   0.592199E+01  -0.567043E-01   0.817769E+05   0.103633E+02
  2185   0.142588E+03   0.595176E+01  -0.968217E-01   0.817095E+05   0.102336E+02
  2186   0.141827E+03   0.598126E+01  -0.139346E+00   0.816422E+05   0.101067E+02
  2187   0.141073E+03   0.601046E+01  -0.184242E+00   0.815749E+05   0.998293E+01
  2188   0.140324E+03   0.603936E+01  -0.231477E+00   0.815078E+05   0.986254E+01
  2189   0.139584E+03   0.606793E+01  -0.281012E+00   0.814407E+05   0.974589E+01
  2190   0.138850E+03   0.609617E+01  -0.332812E+00   0.813737E+05   0.963328E+01
  2191   0.138124E+03   0.612405E+01  -0.386841E+00   0.813067E+05   0.952503E+01
  2192   0.137405E+03   0.615158E+01  -0.443062E+00   0.812399E+05   0.942146E+01
  2193   0.136693E+03   0.617872E+01  -0.501440E+00   0.811731E+05   0.932289E+01
  2194   0.135988E+03   0.620546E+01  -0.561938E+00   0.811064E+05   0.922964E+01
  2195   0.135291E+03   0.623179E+01  -0.624519E+00   0.810398E+05   0.914201E+01
  2196   0.134602E+03   0.625771E+01  -0.689138E+00   0.809733E+05   0.906034E+01
  2197   0.133921E+03   0.628319E+01  -0.755753E+00   0.809068E+05   0.898493E+01
  2198   0.133247E+03   0.630822E+01  -0.824310E+00   0.808404E+05   0.891610E+01
  2199   0.132581E+03   0.633280E+01  -0.894777E+00   0.807741E+05   0.885417E+01
  2200   0.131924E+03   0.635692E+01  -0.967101E+00   0.807079E+05   0.879946E+01
  2201   0.131274E+03   0.638056E+01  -0.104125E+01   0.806417E+05   0.875218E+01
  2202   0.130633E+03   0.640370E+01  -0.111715E+01   0.805756E+05   0.871212E+01
  2203   0.130000E+03   0.642635E+01  -0.119479E+01   0.805096E+05   0.867899E+01
  2204   0.129376E+03   0.644849E+01  -0.127410E+01   0.804437E+05   0.865248E+01
  2205   0.128760E+03   0.647011E+01  -0.135505E+01   0.803779E+05   0.863228E+01
  2206   0.128153E+03   0.649120E+01  -0.143760E+01   0.803121E+05   0.861809E+01
  2207   0.127554E+03   0.651174E+01  -0.152171E+01   0.802464E+05   0.860960E+01
  2208   0.126963E+03   0.653172E+01  -0.160732E+01   0.801808E+05   0.860650E+01
  2209   0.126381E+03   0.655114E+01  -0.169440E+01   0.801152E+05   0.860850E+01
  2210   0.125809E+03   0.656999E+01  -0.178289E+01   0.800498E+05   0.861528E+01
  2211   0.125244E+03   0.658826E+01  -0.187276E+01   0.799844E+05   0.862654E+01
  2212   0.124688E+03   0.660594E+01  -0.196394E+01   0.799191E+05   0.864197E+01
  2213   0.124142E+03   0.662301E+01  -0.205639E+01   0.798538E+05   0.866128E+01
  2214   0.123604E+03   0.663949E+01  -0.215006E+01   0.797887E+05   0.868415E+01
  2215   0.123074E+03   0.665535E+01  -0.224491E+01   0.797236E+05   0.871028E+01
  2216   0.122554E+03   0.667058E+01  -0.234087E+01   0.796585E+05   0.873936E+01
  2217   0.122043E+03   0.668520E+01  -0.243791E+01   0.795936E+05   0.877108E+01
  2218   0.121541E+03   0.669918E+01  -0.253597E+01   0.795287E+05   0.880515E+01
  2219   0.121047E+03   0.671252E+01  -0.263500E+01   0.794639E+05   0.884126E+01
  2220   0.120562E+03   0.672522E+01  -0.273496E+01   0.793992E+05   0.887910E+01
  2221   0.120087E+03   0.673727E+01  -0.283580E+01   0.793346E+05   0.891837E+01
  2222   0.119620E+03   0.674867E+01  -0.293745E+01   0.792700E+05   0.895875E+01
  2223   0.119163E+03   0.675941E+01  -0.303988E+01   0.792055E+05   0.899996E+01
  2224   0.118715E+03   0.676949E+01  -0.314304E+01   0.791411E+05   0.904167E+01
  2225   0.118276E+03   0.677888E+01  -0.324688E+01   0.790768E+05   0.908359E+01
  2226   0.117845E+03   0.678761E+01  -0.335134E+01   0.790125E+05   0.912540E+01
  2227   0.117424E+03   0.679565E+01  -0.345638E+01   0.789483E+05   0.916681E+01
  2228   0.117011E+03   0.680301E+01  -0.356195E+01   0.788842E+05   0.920751E+01
  2229   0.116607E+03   0.680967E+01  -0.366801E+01   0.788201E+05   0.924720E+01
  2230   0.116213E+03   0.681564E+01  -0.377449E+01   0.787561E+05   0.928556E+01
  2231   0.115827E+03   0.682091E+01  -0.388135E+01   0.786922E+05   0.932229E+01
  2232   0.115451E+03   0.682548E+01  -0.398855E+01   0.786284E+05   0.935709E+01
  2233   0.115082E+03   0.682934E+01  -0.409603E+01   0.785646E+05   0.938965E+01
  2234   0.114723E+03   0.683252E+01  -0.420374E+01   0.785010E+05   0.941967E+01
  2235   0.114373E+03   0.683498E+01  -0.431162E+01   0.784373E+05   0.944684E+01
  2236   0.114032E+03   0.683676E+01  -0.441964E+01   0.783738E+05   0.947086E+01
  2237   0.113699E+03   0.683783E+01  -0.452774E+01   0.783103E+05   0.949142E+01
  2238   0.113375E+03   0.683821E+01  -0.463588E+01   0.782469E+05   0.950821E+01
  2239   0.113059E+03   0.683788E+01  -0.474400E+01   0.781836E+05   0.952093E+01
  2240   0.112753E+03   0.683686E+01  -0.485206E+01   0.781204E+05   0.952927E+01
  2241   0.112455E+03   0.683512E+01  -0.496002E+01   0.780572E+05   0.953294E+01
  2242   0.112165E+03   0.683268E+01  -0.506783E+01   0.779941E+05   0.953161E+01
  2243   0.111884E+03   0.682954E+01  -0.517543E+01   0.779311E+05   0.952500E+01
  2244   0.111611E+03   0.682569E+01  -0.528279E+01   0.778681E+05   0.951279E+01
  2245   0.111347E+03   0.682112E+01  -0.538986E+01   0.778052E+05   0.949467E+01
  2246   0.111091E+03   0.681586E+01  -0.549659E+01   0.777424E+05   0.947035E+01
  2247   0.110843E+03   0.680989E+01  -0.560295E+01   0.776796E+05   0.943952E+01
  2248   0.110603E+03   0.680323E+01  -0.570887E+01   0.776170E+05   0.940186E+01
  2249   0.110371E+03   0.679586E+01  -0.581433E+01   0.775544E+05   0.935708E+01
  2250   0.110147E+03   0.678780E+01  -0.591928E+01   0.774918E+05   0.930488E+01
  2251   0.109932E+03   0.677904E+01  -0.602366E+01   0.774294E+05   0.924504E+01
  2252   0.109724E+03   0.676959E+01  -0.612745E+01   0.773670E+05   0.917777E+01
  2253   0.109523E+03   0.675944E+01  -0.623058E+01   0.773047E+05   0.910340E+01
  2254   0.109331E+03   0.674862E+01  -0.633305E+01   0.772424E+05   0.902222E+01
  2255   0.109145E+03   0.673709E+01  -0.643478E+01   0.771802E+05   0.893456E+01
  2256   0.108968E+03   0.672488E+01  -0.653576E+01   0.771181E+05   0.884073E+01
  2257   0.108797E+03   0.671199E+01  -0.663593E+01   0.770561E+05   0.874103E+01
  2258   0.108635E+03   0.669841E+01  -0.673525E+01   0.769941E+05   0.863577E+01
  2259   0.108479E+03   0.668416E+01  -0.683370E+01   0.769322E+05   0.852528E+01
  2260   0.108330E+03   0.666924E+01  -0.693122E+01   0.768704E+05   0.840986E+01
  2261   0.108189E+03   0.665365E+01  -0.702779E+01   0.768086E+05   0.828982E+01
  2262   0.108055E+03   0.663742E+01  -0.712337E+01   0.767470E+05   0.816548E+01
  2263   0.107926E+03   0.662054E+01  -0.721791E+01   0.766854E+05   0.803715E+01
  2264   0.107805E+03   0.660302E+01  -0.731139E+01   0.766238E+05   0.790513E+01
  2265   0.107691E+03   0.658488E+01  -0.740376E+01   0.765623E+05   0.776975E+01
  2266   0.107583E+03   0.656610E+01  -0.749503E+01   0.765009E+05   0.763130E+01
  2267   0.107481E+03   0.654672E+01  -0.758507E+01   0.764396E+05   0.749012E+01
  2268   0.107385E+03   0.652672E+01  -0.767393E+01   0.763783E+05   0.734650E+01
  2269   0.107296E+03   0.650611E+01  -0.776152E+01   0.763172E+05   0.720075E+01
  2270   0.107213E+03   0.648492E+01  -0.784793E+01   0.762560E+05   0.705320E+01
  2271   0.107136E+03   0.646312E+01  -0.793299E+01   0.761950E+05   0.690415E+01
  2272   0.107064E+03   0.644073E+01  -0.801672E+01   0.761340E+05   0.675392E+01
  2273   0.106999E+03   0.641777E+01  -0.809912E+01   0.760731E+05   0.660280E+01
  2274   0.106939E+03   0.639424E+01  -0.818010E+01   0.760123E+05   0.645113E+01
  2275   0.106884E+03   0.637015E+01  -0.825967E+01   0.759515E+05   0.629921E+01
  2276   0.106835E+03   0.634551E+01  -0.833783E+01   0.758908E+05   0.614735E+01
  2277   0.106790E+03   0.632032E+01  -0.841450E+01   0.758302E+05   0.599586E+01
  2278   0.106751E+03   0.629462E+01  -0.848969E+01   0.757696E+05   0.584505E+01
  2279   0.106717E+03   0.626838E+01  -0.856339E+01   0.757091E+05   0.569524E+01
  2280   0.106688E+03   0.624163E+01  -0.863553E+01   0.756487E+05   0.554674E+01
  2281   0.106663E+03   0.621437E+01  -0.870604E+01   0.755883E+05   0.539987E+01
  2282   0.106643E+03   0.618662E+01  -0.877499E+01   0.755281E+05   0.525492E+01
  2283   0.106627E+03   0.615838E+01  -0.884237E+01   0.754678E+05   0.511222E+01
  2284   0.106616E+03   0.612966E+01  -0.890805E+01   0.754077E+05   0.497207E+01
  2285   0.106608E+03   0.610046E+01  -0.897209E+01   0.753476E+05   0.483479E+01
  2286   0.106605E+03   0.607080E+01  -0.903443E+01   0.752876E+05   0.470069E+01
  2287   0.106606E+03   0.604069E+01  -0.909513E+01   0.752277E+05   0.457008E+01
  2288   0.106610E+03   0.601014E+01  -0.915405E+01   0.751678E+05   0.444328E+01
  2289   0.106619E+03   0.597916E+01  -0.921126E+01   0.751080E+05   0.432059E+01
  2290   0.106631E+03   0.594776E+01  -0.926668E+01   0.750483E+05   0.420233E+01
  2291   0.106645E+03   0.591596E+01  -0.932040E+01   0.749886E+05   0.408881E+01
  2292   0.106664E+03   0.588377E+01  -0.937233E+01   0.749291E+05   0.398033E+01
  2293   0.106686E+03   0.585120E+01  -0.942241E+01   0.748695E+05   0.387722E+01
  2294   0.106710E+03   0.581826E+01  -0.947078E+01   0.748101E+05   0.377979E+01
  2295   0.106738E+03   0.578496E+01  -0.951721E+01   0.747507E+05   0.368834E+01
  2296   0.106767E+03   0.575132E+01  -0.956187E+01   0.746914E+05   0.360319E+01
  2297   0.106800E+03   0.571733E+01  -0.960466E+01   0.746322E+05   0.352465E+01
  2298   0.106835E+03   0.568302E+01  -0.964567E+01   0.745730E+05   0.345303E+01
  2299   0.106873E+03   0.564839E+01  -0.968475E+01   0.745139E+05   0.338864E+01
  2300   0.106913E+03   0.561345E+01  -0.972190E+01   0.744548E+05   0.333180E+01
  2301   0.106954E+03   0.557821E+01  -0.975727E+01   0.743959E+05   0.328274E+01
  2302   0.106998E+03   0.554269E+01  -0.979063E+01   0.743370E+05   0.324138E+01
  2303   0.107043E+03   0.550689E+01  -0.982221E+01   0.742781E+05   0.320755E+01
  2304   0.107090E+03   0.547083E+01  -0.985178E+01   0.742194E+05   0.318111E+01
  2305   0.107139E+03   0.543453E+01  -0.987949E+01   0.741607E+05   0.316189E+01
  2306   0.107188E+03   0.539798E+01  -0.990527E+01   0.741021E+05   0.314974E+01
  2307   0.107240E+03   0.536120E+01  -0.992912E+01   0.740435E+05   0.314448E+01
  2308   0.107292E+03   0.532421E+01  -0.995104E+01   0.739850E+05   0.314598E+01
  2309   0.107345E+03   0.528702E+01  -0.997102E+01   0.739266E+05   0.315406E+01
  2310   0.107399E+03   0.524963E+01  -0.998915E+01   0.738682E+05   0.316858E+01
  2311   0.107454E+03   0.521206E+01  -0.100053E+02   0.738099E+05   0.318936E+01
  2312   0.107509E+03   0.517433E+01  -0.100195E+02   0.737517E+05   0.321625E+01
  2313   0.107565E+03   0.513643E+01  -0.100319E+02   0.736936E+05   0.324910E+01
  2314   0.107621E+03   0.509840E+01  -0.100423E+02   0.736355E+05   0.328774E+01
  2315   0.107678E+03   0.506023E+01  -0.100508E+02   0.735775E+05   0.333202E+01
  2316   0.107734E+03   0.502194E+01  -0.100574E+02   0.735195E+05   0.338178E+01
  2317   0.107791E+03   0.498355E+01  -0.100621E+02   0.734616E+05   0.343685E+01
  2318   0.107848E+03   0.494505E+01  -0.100649E+02   0.734038E+05   0.349708E+01
  2319   0.107903E+03   0.490646E+01  -0.100658E+02   0.733461E+05   0.356231E+01
  2320   0.107959E+03   0.486780E+01  -0.100648E+02   0.732884E+05   0.363239E+01
  2321   0.108014E+03   0.482907E+01  -0.100619E+02   0.732308E+05   0.370715E+01
  2322   0.108068E+03   0.479029E+01  -0.100571E+02   0.731732E+05   0.378643E+01
  2323   0.108123E+03   0.475148E+01  -0.100505E+02   0.731157E+05   0.387008E+01
  2324   0.108176E+03   0.471263E+01  -0.100421E+02   0.730583E+05   0.395793E+01
  2325   0.108228E+03   0.467378E+01  -0.100318E+02   0.730010E+05   0.404984E+01
  2326   0.108278E+03   0.463493E+01  -0.100197E+02   0.729437E+05   0.414563E+01
  2327   0.108328E+03   0.459609E+01  -0.100057E+02   0.728864E+05   0.424516E+01
  2328   0.108376E+03   0.455729E+01  -0.999005E+01   0.728293E+05   0.434826E+01
  2329   0.108424E+03   0.451851E+01  -0.997259E+01   0.727722E+05   0.445477E+01
  2330   0.108469E+03   0.447980E+01  -0.995335E+01   0.727152E+05   0.456454E+01
