#    L    TT             EE             TE             PP             TP          
  2331   0.108513E+03   0.444113E+01  -0.993240E+01   0.726582E+05   0.467740E+01
  2332   0.108556E+03   0.440254E+01  -0.990967E+01   0.726013E+05   0.479320E+01
  2333   0.108597E+03   0.436403E+01  -0.988523E+01   0.725445E+05   0.491178E+01
  2334   0.108635E+03   0.432561E+01  -0.985907E+01   0.724877E+05   0.503298E+01
  2335   0.108672E+03   0.428730E+01  -0.983122E+01   0.724310E+05   0.515664E+01
  2336   0.108706E+03   0.424909E+01  -0.980172E+01   0.723744E+05   0.528261E+01
  2337   0.108739E+03   0.421101E+01  -0.977059E+01   0.723178E+05   0.541072E+01
  2338   0.108769E+03   0.417306E+01  -0.973776E+01   0.722613E+05   0.554081E+01
  2339   0.108796E+03   0.413526E+01  -0.970336E+01   0.722049E+05   0.567274E+01
  2340   0.108821E+03   0.409762E+01  -0.966740E+01   0.721485E+05   0.580633E+01
  2341   0.108844E+03   0.406015E+01  -0.962981E+01   0.720922E+05   0.594143E+01
  2342   0.108864E+03   0.402286E+01  -0.959066E+01   0.720359E+05   0.607788E+01
  2343   0.108881E+03   0.398575E+01  -0.955002E+01   0.719797E+05   0.621552E+01
  2344   0.108895E+03   0.394884E+01  -0.950790E+01   0.719236E+05   0.635419E+01
  2345   0.108906E+03   0.391215E+01  -0.946422E+01   0.718675E+05   0.649375E+01
  2346   0.108915E+03   0.387566E+01  -0.941913E+01   0.718115E+05   0.663401E+01
  2347   0.108920E+03   0.383941E+01  -0.937255E+01   0.717556E+05   0.677484E+01
  2348   0.108923E+03   0.380339E+01  -0.932455E+01   0.716997E+05   0.691606E+01
  2349   0.108921E+03   0.376761E+01  -0.927515E+01   0.716439E+05   0.705752E+01
  2350   0.108917E+03   0.373209E+01  -0.922441E+01   0.715882E+05   0.719906E+01
  2351   0.108909E+03   0.369683E+01  -0.917226E+01   0.715325E+05   0.734051E+01
  2352   0.108898E+03   0.366184E+01  -0.911885E+01   0.714769E+05   0.748163E+01
  2353   0.108883E+03   0.362713E+01  -0.906409E+01   0.714213E+05   0.762214E+01
  2354   0.108865E+03   0.359272E+01  -0.900815E+01   0.713658E+05   0.776180E+01
  2355   0.108843E+03   0.355861E+01  -0.895088E+01   0.713104E+05   0.790035E+01
  2356   0.108817E+03   0.352481E+01  -0.889241E+01   0.712550E+05   0.803753E+01
  2357   0.108788E+03   0.349133E+01  -0.883283E+01   0.711997E+05   0.817307E+01
  2358   0.108755E+03   0.345818E+01  -0.877206E+01   0.711445E+05   0.830672E+01
  2359   0.108718E+03   0.342536E+01  -0.871018E+01   0.710893E+05   0.843822E+01
  2360   0.108677E+03   0.339288E+01  -0.864711E+01   0.710342E+05   0.856731E+01
  2361   0.108633E+03   0.336074E+01  -0.858307E+01   0.709791E+05   0.869373E+01
  2362   0.108584E+03   0.332897E+01  -0.851792E+01   0.709241E+05   0.881723E+01
  2363   0.108531E+03   0.329755E+01  -0.845180E+01   0.708691E+05   0.893753E+01
  2364   0.108474E+03   0.326650E+01  -0.838465E+01   0.708143E+05   0.905439E+01
  2365   0.108413E+03   0.323583E+01  -0.831660E+01   0.707594E+05   0.916755E+01
  2366   0.108348E+03   0.320554E+01  -0.824758E+01   0.707047E+05   0.927674E+01
  2367   0.108278E+03   0.317563E+01  -0.817768E+01   0.706500E+05   0.938170E+01
  2368   0.108205E+03   0.314612E+01  -0.810688E+01   0.705953E+05   0.948219E+01
  2369   0.108127E+03   0.311702E+01  -0.803534E+01   0.705407E+05   0.957793E+01
  2370   0.108045E+03   0.308832E+01  -0.796291E+01   0.704862E+05   0.966867E+01
  2371   0.107959E+03   0.306004E+01  -0.788974E+01   0.704318E+05   0.975415E+01
  2372   0.107868E+03   0.303218E+01  -0.781582E+01   0.703773E+05   0.983411E+01
  2373   0.107774E+03   0.300473E+01  -0.774123E+01   0.703230E+05   0.990829E+01
  2374   0.107674E+03   0.297773E+01  -0.766598E+01   0.702687E+05   0.997644E+01
  2375   0.107571E+03   0.295115E+01  -0.759006E+01   0.702145E+05   0.100383E+02
  2376   0.107463E+03   0.292502E+01  -0.751354E+01   0.701603E+05   0.100936E+02
  2377   0.107350E+03   0.289933E+01  -0.743643E+01   0.701062E+05   0.101421E+02
  2378   0.107233E+03   0.287409E+01  -0.735877E+01   0.700521E+05   0.101835E+02
  2379   0.107112E+03   0.284930E+01  -0.728060E+01   0.699981E+05   0.102175E+02
  2380   0.106987E+03   0.282497E+01  -0.720196E+01   0.699442E+05   0.102440E+02
  2381   0.106857E+03   0.280109E+01  -0.712287E+01   0.698903E+05   0.102626E+02
  2382   0.106723E+03   0.277769E+01  -0.704335E+01   0.698365E+05   0.102731E+02
  2383   0.106584E+03   0.275475E+01  -0.696345E+01   0.697827E+05   0.102753E+02
  2384   0.106440E+03   0.273228E+01  -0.688318E+01   0.697290E+05   0.102688E+02
  2385   0.106293E+03   0.271029E+01  -0.680259E+01   0.696753E+05   0.102534E+02
  2386   0.106141E+03   0.268877E+01  -0.672169E+01   0.696217E+05   0.102289E+02
  2387   0.105984E+03   0.266773E+01  -0.664055E+01   0.695682E+05   0.101950E+02
  2388   0.105824E+03   0.264718E+01  -0.655918E+01   0.695147E+05   0.101514E+02
  2389   0.105659E+03   0.262711E+01  -0.647762E+01   0.694612E+05   0.100979E+02
  2390   0.105489E+03   0.260753E+01  -0.639590E+01   0.694079E+05   0.100342E+02
  2391   0.105315E+03   0.258844E+01  -0.631406E+01   0.693545E+05   0.996003E+01
  2392   0.105137E+03   0.256985E+01  -0.623212E+01   0.693013E+05   0.987518E+01
  2393   0.104954E+03   0.255175E+01  -0.615013E+01   0.692480E+05   0.977937E+01
  2394   0.104768E+03   0.253414E+01  -0.606809E+01   0.691949E+05   0.967234E+01
  2395   0.104577E+03   0.251703E+01  -0.598606E+01   0.691418E+05   0.955384E+01
  2396   0.104382E+03   0.250042E+01  -0.590405E+01   0.690887E+05   0.942359E+01
  2397   0.104183E+03   0.248430E+01  -0.582210E+01   0.690357E+05   0.928135E+01
  2398   0.103980E+03   0.246869E+01  -0.574023E+01   0.689828E+05   0.912685E+01
  2399   0.103773E+03   0.245357E+01  -0.565848E+01   0.689299E+05   0.895983E+01
  2400   0.103561E+03   0.243895E+01  -0.557687E+01   0.688771E+05   0.878004E+01
  2401   0.103345E+03   0.242483E+01  -0.549545E+01   0.688243E+05   0.858737E+01
  2402   0.103126E+03   0.241121E+01  -0.541422E+01   0.687715E+05   0.838241E+01
  2403   0.102901E+03   0.239808E+01  -0.533324E+01   0.687189E+05   0.816587E+01
  2404   0.102674E+03   0.238546E+01  -0.525252E+01   0.686662E+05   0.793848E+01
  2405   0.102442E+03   0.237333E+01  -0.517210E+01   0.686137E+05   0.770098E+01
  2406   0.102207E+03   0.236170E+01  -0.509200E+01   0.685611E+05   0.745409E+01
  2407   0.101968E+03   0.235057E+01  -0.501225E+01   0.685087E+05   0.719854E+01
  2408   0.101724E+03   0.233992E+01  -0.493287E+01   0.684563E+05   0.693507E+01
  2409   0.101478E+03   0.232977E+01  -0.485390E+01   0.684039E+05   0.666441E+01
  2410   0.101227E+03   0.232011E+01  -0.477536E+01   0.683516E+05   0.638727E+01
  2411   0.100973E+03   0.231094E+01  -0.469728E+01   0.682993E+05   0.610440E+01
  2412   0.100714E+03   0.230225E+01  -0.461968E+01   0.682471E+05   0.581652E+01
  2413   0.100453E+03   0.229405E+01  -0.454260E+01   0.681950E+05   0.552436E+01
  2414   0.100188E+03   0.228632E+01  -0.446604E+01   0.681429E+05   0.522866E+01
  2415   0.999188E+02   0.227908E+01  -0.439006E+01   0.680909E+05   0.493014E+01
  2416   0.996470E+02   0.227231E+01  -0.431465E+01   0.680389E+05   0.462952E+01
  2417   0.993715E+02   0.226602E+01  -0.423987E+01   0.679869E+05   0.432755E+01
  2418   0.990930E+02   0.226020E+01  -0.416573E+01   0.679351E+05   0.402495E+01
  2419   0.988108E+02   0.225485E+01  -0.409226E+01   0.678832E+05   0.372245E+01
  2420   0.985264E+02   0.224995E+01  -0.401947E+01   0.678315E+05   0.342079E+01
  2421   0.982383E+02   0.224553E+01  -0.394739E+01   0.677797E+05   0.312068E+01
  2422   0.979471E+02   0.224155E+01  -0.387605E+01   0.677281E+05   0.282286E+01
  2423   0.976538E+02   0.223803E+01  -0.380546E+01   0.676765E+05   0.252806E+01
  2424   0.973567E+02   0.223496E+01  -0.373566E+01   0.676249E+05   0.223701E+01
  2425   0.970575E+02   0.223234E+01  -0.366665E+01   0.675734E+05   0.195043E+01
  2426   0.967552E+02   0.223014E+01  -0.359846E+01   0.675219E+05   0.166907E+01
  2427   0.964500E+02   0.222839E+01  -0.353112E+01   0.674705E+05   0.139365E+01
  2428   0.961425E+02   0.222707E+01  -0.346463E+01   0.674192E+05   0.112489E+01
  2429   0.958328E+02   0.222618E+01  -0.339903E+01   0.673679E+05   0.863530E+00
  2430   0.955202E+02   0.222570E+01  -0.333432E+01   0.673166E+05   0.610298E+00
  2431   0.952053E+02   0.222564E+01  -0.327053E+01   0.672655E+05   0.365924E+00
  2432   0.948882E+02   0.222600E+01  -0.320769E+01   0.672143E+05   0.131136E+00
  2433   0.945688E+02   0.222676E+01  -0.314580E+01   0.671632E+05  -0.933348E-01
  2434   0.942480E+02   0.222792E+01  -0.308488E+01   0.671122E+05  -0.306759E+00
  2435   0.939241E+02   0.222948E+01  -0.302496E+01   0.670612E+05  -0.508408E+00
  2436   0.935988E+02   0.223143E+01  -0.296604E+01   0.670103E+05  -0.697551E+00
  2437   0.932713E+02   0.223375E+01  -0.290815E+01   0.669594E+05  -0.873458E+00
  2438   0.929423E+02   0.223646E+01  -0.285129E+01   0.669086E+05  -0.103540E+01
  2439   0.926110E+02   0.223954E+01  -0.279548E+01   0.668578E+05  -0.118265E+01
  2440   0.922783E+02   0.224298E+01  -0.274075E+01   0.668071E+05  -0.131447E+01
  2441   0.919440E+02   0.224679E+01  -0.268710E+01   0.667565E+05  -0.143014E+01
  2442   0.916083E+02   0.225095E+01  -0.263454E+01   0.667059E+05  -0.152892E+01
  2443   0.912703E+02   0.225545E+01  -0.258309E+01   0.666553E+05  -0.161009E+01
  2444   0.909316E+02   0.226029E+01  -0.253276E+01   0.666048E+05  -0.167292E+01
  2445   0.905922E+02   0.226548E+01  -0.248356E+01   0.665544E+05  -0.171667E+01
  2446   0.902505E+02   0.227098E+01  -0.243550E+01   0.665040E+05  -0.174062E+01
  2447   0.899088E+02   0.227682E+01  -0.238861E+01   0.664536E+05  -0.174404E+01
  2448   0.895656E+02   0.228296E+01  -0.234288E+01   0.664033E+05  -0.172619E+01
  2449   0.892209E+02   0.228941E+01  -0.229833E+01   0.663531E+05  -0.168636E+01
  2450   0.888762E+02   0.229616E+01  -0.225496E+01   0.663029E+05  -0.162380E+01
  2451   0.885300E+02   0.230320E+01  -0.221279E+01   0.662528E+05  -0.153805E+01
  2452   0.881838E+02   0.231053E+01  -0.217181E+01   0.662027E+05  -0.142972E+01
  2453   0.878361E+02   0.231813E+01  -0.213205E+01   0.661527E+05  -0.129968E+01
  2454   0.874885E+02   0.232602E+01  -0.209351E+01   0.661027E+05  -0.114878E+01
  2455   0.871400E+02   0.233416E+01  -0.205620E+01   0.660528E+05  -0.977901E+00
  2456   0.867916E+02   0.234255E+01  -0.202011E+01   0.660029E+05  -0.787904E+00
  2457   0.864431E+02   0.235120E+01  -0.198526E+01   0.659531E+05  -0.579658E+00
  2458   0.860939E+02   0.236008E+01  -0.195166E+01   0.659034E+05  -0.354030E+00
  2459   0.857440E+02   0.236921E+01  -0.191931E+01   0.658536E+05  -0.111887E+00
  2460   0.853948E+02   0.237855E+01  -0.188820E+01   0.658040E+05   0.145905E+00
  2461   0.850456E+02   0.238812E+01  -0.185835E+01   0.657544E+05   0.418478E+00
  2462   0.846956E+02   0.239789E+01  -0.182976E+01   0.657048E+05   0.704965E+00
  2463   0.843471E+02   0.240787E+01  -0.180243E+01   0.656554E+05   0.100450E+01
  2464   0.839979E+02   0.241805E+01  -0.177636E+01   0.656059E+05   0.131621E+01
  2465   0.836494E+02   0.242841E+01  -0.175155E+01   0.655565E+05   0.163924E+01
  2466   0.833009E+02   0.243895E+01  -0.172801E+01   0.655072E+05   0.197271E+01
  2467   0.829532E+02   0.244966E+01  -0.170573E+01   0.654579E+05   0.231576E+01
  2468   0.826062E+02   0.246055E+01  -0.168471E+01   0.654087E+05   0.266753E+01
  2469   0.822599E+02   0.247158E+01  -0.166496E+01   0.653595E+05   0.302714E+01
  2470   0.819136E+02   0.248277E+01  -0.164646E+01   0.653104E+05   0.339372E+01
  2471   0.815688E+02   0.249409E+01  -0.162922E+01   0.652613E+05   0.376642E+01
  2472   0.812248E+02   0.250554E+01  -0.161324E+01   0.652123E+05   0.414436E+01
  2473   0.808815E+02   0.251712E+01  -0.159852E+01   0.651633E+05   0.452668E+01
  2474   0.805389E+02   0.252882E+01  -0.158504E+01   0.651144E+05   0.491250E+01
  2475   0.801978E+02   0.254062E+01  -0.157281E+01   0.650655E+05   0.530097E+01
  2476   0.798575E+02   0.255253E+01  -0.156183E+01   0.650167E+05   0.569122E+01
  2477   0.795186E+02   0.256453E+01  -0.155208E+01   0.649680E+05   0.608237E+01
  2478   0.791812E+02   0.257661E+01  -0.154357E+01   0.649193E+05   0.647356E+01
  2479   0.788454E+02   0.258877E+01  -0.153627E+01   0.648706E+05   0.686393E+01
  2480   0.785102E+02   0.260099E+01  -0.153020E+01   0.648220E+05   0.725261E+01
  2481   0.781773E+02   0.261329E+01  -0.152532E+01   0.647735E+05   0.763872E+01
  2482   0.778459E+02   0.262564E+01  -0.152165E+01   0.647250E+05   0.802141E+01
  2483   0.775159E+02   0.263803E+01  -0.151918E+01   0.646765E+05   0.839981E+01
  2484   0.771875E+02   0.265047E+01  -0.151790E+01   0.646281E+05   0.877304E+01
  2485   0.768612E+02   0.266294E+01  -0.151779E+01   0.645798E+05   0.914025E+01
  2486   0.765372E+02   0.267543E+01  -0.151885E+01   0.645315E+05   0.950056E+01
  2487   0.762147E+02   0.268793E+01  -0.152107E+01   0.644833E+05   0.985311E+01
  2488   0.758944E+02   0.270045E+01  -0.152444E+01   0.644351E+05   0.101970E+02
  2489   0.755756E+02   0.271297E+01  -0.152896E+01   0.643870E+05   0.105315E+02
  2490   0.752591E+02   0.272547E+01  -0.153460E+01   0.643389E+05   0.108555E+02
  2491   0.749455E+02   0.273797E+01  -0.154136E+01   0.642909E+05   0.111683E+02
  2492   0.746334E+02   0.275044E+01  -0.154924E+01   0.642429E+05   0.114691E+02
  2493   0.743235E+02   0.276288E+01  -0.155821E+01   0.641950E+05   0.117569E+02
  2494   0.740162E+02   0.277530E+01  -0.156826E+01   0.641472E+05   0.120308E+02
  2495   0.737112E+02   0.278766E+01  -0.157937E+01   0.640993E+05   0.122900E+02
  2496   0.734088E+02   0.279998E+01  -0.159155E+01   0.640516E+05   0.125337E+02
  2497   0.731088E+02   0.281224E+01  -0.160477E+01   0.640039E+05   0.127609E+02
  2498   0.728114E+02   0.282444E+01  -0.161903E+01   0.639562E+05   0.129709E+02
  2499   0.725166E+02   0.283655E+01  -0.163430E+01   0.639086E+05   0.131627E+02
  2500   0.722244E+02   0.284860E+01  -0.165057E+01   0.638611E+05   0.133354E+02
  2501   0.719349E+02   0.286055E+01  -0.166783E+01   0.638136E+05   0.134885E+02
  2502   0.716482E+02   0.287241E+01  -0.168607E+01   0.637661E+05   0.136222E+02
  2503   0.713642E+02   0.288416E+01  -0.170527E+01   0.637188E+05   0.137372E+02
  2504   0.710830E+02   0.289581E+01  -0.172541E+01   0.636714E+05   0.138341E+02
  2505   0.708048E+02   0.290735E+01  -0.174648E+01   0.636241E+05   0.139133E+02
  2506   0.705293E+02   0.291876E+01  -0.176847E+01   0.635769E+05   0.139754E+02
  2507   0.702570E+02   0.293004E+01  -0.179134E+01   0.635297E+05   0.140211E+02
  2508   0.699875E+02   0.294120E+01  -0.181509E+01   0.634826E+05   0.140510E+02
  2509   0.697211E+02   0.295222E+01  -0.183971E+01   0.634355E+05   0.140655E+02
  2510   0.694578E+02   0.296309E+01  -0.186516E+01   0.633885E+05   0.140652E+02
  2511   0.691976E+02   0.297382E+01  -0.189145E+01   0.633415E+05   0.140508E+02
  2512   0.689406E+02   0.298439E+01  -0.191854E+01   0.632946E+05   0.140228E+02
  2513   0.686867E+02   0.299479E+01  -0.194643E+01   0.632477E+05   0.139817E+02
  2514   0.684360E+02   0.300503E+01  -0.197509E+01   0.632009E+05   0.139282E+02
  2515   0.681886E+02   0.301509E+01  -0.200449E+01   0.631541E+05   0.138628E+02
  2516   0.679444E+02   0.302498E+01  -0.203464E+01   0.631074E+05   0.137861E+02
  2517   0.677035E+02   0.303467E+01  -0.206550E+01   0.630608E+05   0.136987E+02
  2518   0.674658E+02   0.304418E+01  -0.209707E+01   0.630142E+05   0.136011E+02
  2519   0.672315E+02   0.305350E+01  -0.212931E+01   0.629676E+05   0.134939E+02
  2520   0.670005E+02   0.306261E+01  -0.216221E+01   0.629211E+05   0.133777E+02
  2521   0.667729E+02   0.307152E+01  -0.219575E+01   0.628746E+05   0.132530E+02
  2522   0.665487E+02   0.308022E+01  -0.222991E+01   0.628282E+05   0.131205E+02
  2523   0.663278E+02   0.308871E+01  -0.226467E+01   0.627819E+05   0.129807E+02
  2524   0.661103E+02   0.309698E+01  -0.230000E+01   0.627356E+05   0.128342E+02
  2525   0.658964E+02   0.310503E+01  -0.233590E+01   0.626893E+05   0.126815E+02
  2526   0.656859E+02   0.311284E+01  -0.237233E+01   0.626431E+05   0.125232E+02
  2527   0.654787E+02   0.312044E+01  -0.240928E+01   0.625970E+05   0.123599E+02
  2528   0.652752E+02   0.312780E+01  -0.244673E+01   0.625509E+05   0.121921E+02
  2529   0.650751E+02   0.313491E+01  -0.248464E+01   0.625048E+05   0.120206E+02
  2530   0.648784E+02   0.314179E+01  -0.252302E+01   0.624588E+05   0.118457E+02
  2531   0.646853E+02   0.314843E+01  -0.256183E+01   0.624129E+05   0.116681E+02
  2532   0.644956E+02   0.315481E+01  -0.260104E+01   0.623670E+05   0.114883E+02
  2533   0.643095E+02   0.316094E+01  -0.264065E+01   0.623211E+05   0.113070E+02
  2534   0.641269E+02   0.316682E+01  -0.268063E+01   0.622753E+05   0.111247E+02
  2535   0.639477E+02   0.317243E+01  -0.272096E+01   0.622296E+05   0.109419E+02
  2536   0.637720E+02   0.317778E+01  -0.276161E+01   0.621839E+05   0.107594E+02
  2537   0.635999E+02   0.318286E+01  -0.280257E+01   0.621382E+05   0.105775E+02
  2538   0.634312E+02   0.318767E+01  -0.284381E+01   0.620926E+05   0.103969E+02
  2539   0.632660E+02   0.319221E+01  -0.288533E+01   0.620471E+05   0.102182E+02
  2540   0.631042E+02   0.319647E+01  -0.292708E+01   0.620016E+05   0.100419E+02
  2541   0.629460E+02   0.320046E+01  -0.296905E+01   0.619561E+05   0.986861E+01
  2542   0.627912E+02   0.320416E+01  -0.301122E+01   0.619107E+05   0.969892E+01
  2543   0.626399E+02   0.320760E+01  -0.305357E+01   0.618654E+05   0.953339E+01
  2544   0.624921E+02   0.321074E+01  -0.309608E+01   0.618201E+05   0.937258E+01
  2545   0.623477E+02   0.321361E+01  -0.313873E+01   0.617749E+05   0.921708E+01
  2546   0.622068E+02   0.321619E+01  -0.318148E+01   0.617297E+05   0.906745E+01
  2547   0.620693E+02   0.321848E+01  -0.322433E+01   0.616845E+05   0.892426E+01
  2548   0.619351E+02   0.322049E+01  -0.326725E+01   0.616394E+05   0.878810E+01
  2549   0.618044E+02   0.322221E+01  -0.331022E+01   0.615944E+05   0.865953E+01
  2550   0.616769E+02   0.322364E+01  -0.335322E+01   0.615494E+05   0.853912E+01
  2551   0.615529E+02   0.322477E+01  -0.339624E+01   0.615044E+05   0.842728E+01
  2552   0.614322E+02   0.322560E+01  -0.343923E+01   0.614595E+05   0.832372E+01
  2553   0.613147E+02   0.322613E+01  -0.348220E+01   0.614147E+05   0.822798E+01
  2554   0.612005E+02   0.322637E+01  -0.352511E+01   0.613699E+05   0.813960E+01
  2555   0.610896E+02   0.322631E+01  -0.356795E+01   0.613251E+05   0.805814E+01
  2556   0.609818E+02   0.322595E+01  -0.361069E+01   0.612804E+05   0.798312E+01
  2557   0.608773E+02   0.322529E+01  -0.365333E+01   0.612358E+05   0.791410E+01
  2558   0.607759E+02   0.322433E+01  -0.369583E+01   0.611911E+05   0.785061E+01
  2559   0.606777E+02   0.322308E+01  -0.373818E+01   0.611466E+05   0.779220E+01
  2560   0.605827E+02   0.322152E+01  -0.378036E+01   0.611021E+05   0.773841E+01
  2561   0.604906E+02   0.321966E+01  -0.382234E+01   0.610576E+05   0.768878E+01
  2562   0.604017E+02   0.321750E+01  -0.386412E+01   0.610132E+05   0.764285E+01
  2563   0.603157E+02   0.321504E+01  -0.390567E+01   0.609688E+05   0.760017E+01
  2564   0.602327E+02   0.321228E+01  -0.394697E+01   0.609245E+05   0.756028E+01
  2565   0.601526E+02   0.320921E+01  -0.398800E+01   0.608802E+05   0.752272E+01
  2566   0.600754E+02   0.320584E+01  -0.402874E+01   0.608360E+05   0.748704E+01
  2567   0.600011E+02   0.320218E+01  -0.406918E+01   0.607918E+05   0.745277E+01
  2568   0.599296E+02   0.319822E+01  -0.410930E+01   0.607477E+05   0.741946E+01
