#    L    TT             EE             BB             TE             PP             TP             EP          
  1560   0.495102E+03   0.193824E+02   0.000000E+00   0.104527E+02   0.316374E-08   0.122984E-05   0.157818E-06
  1561   0.491993E+03   0.195010E+02   0.000000E+00   0.101976E+02   0.316027E-08   0.121710E-05   0.158811E-06
  1562   0.488915E+03   0.196181E+02   0.000000E+00   0.993289E+01   0.315680E-08   0.120437E-05   0.159784E-06
  1563   0.485866E+03   0.197336E+02   0.000000E+00   0.965895E+01   0.315334E-08   0.119168E-05   0.160736E-06
  1564   0.482849E+03   0.198475E+02   0.000000E+00   0.937586E+01   0.314988E-08   0.117902E-05   0.161668E-06
  1565   0.479864E+03   0.199596E+02   0.000000E+00   0.908386E+01   0.314643E-08   0.116639E-05   0.162579E-06
  1566   0.476911E+03   0.200700E+02   0.000000E+00   0.878303E+01   0.314298E-08   0.115379E-05   0.163470E-06
  1567   0.473990E+03   0.201787E+02   0.000000E+00   0.847357E+01   0.313954E-08   0.114123E-05   0.164340E-06
  1568   0.471102E+03   0.202855E+02   0.000000E+00   0.815557E+01   0.313610E-08   0.112871E-05   0.165189E-06
  1569   0.468249E+03   0.203904E+02   0.000000E+00   0.782933E+01   0.313267E-08   0.111623E-05   0.166019E-06
  1570   0.465429E+03   0.204934E+02   0.000000E+00   0.749499E+01   0.312925E-08   0.110379E-05   0.166827E-06
  1571   0.462645E+03   0.205943E+02   0.000000E+00   0.715266E+01   0.312583E-08   0.109140E-05   0.167615E-06
  1572   0.459895E+03   0.206933E+02   0.000000E+00   0.680254E+01   0.312242E-08   0.107905E-05   0.168383E-06
  1573   0.457181E+03   0.207903E+02   0.000000E+00   0.644482E+01   0.311901E-08   0.106675E-05   0.169129E-06
  1574   0.454503E+03   0.208850E+02   0.000000E+00   0.607973E+01   0.311561E-08   0.105450E-05   0.169856E-06
  1575   0.451861E+03   0.209777E+02   0.000000E+00   0.570745E+01   0.311221E-08   0.104230E-05   0.170561E-06
  1576   0.449256E+03   0.210683E+02   0.000000E+00   0.532821E+01   0.310882E-08   0.103016E-05   0.171246E-06
  1577   0.446688E+03   0.211566E+02   0.000000E+00   0.494220E+01   0.310543E-08   0.101807E-05   0.171911E-06
  1578   0.444159E+03   0.212428E+02   0.000000E+00   0.454965E+01   0.310205E-08   0.100603E-05   0.172554E-06
  1579   0.441668E+03   0.213266E+02   0.000000E+00   0.415073E+01   0.309868E-08   0.994061E-06   0.173178E-06
  1580   0.439215E+03   0.214082E+02   0.000000E+00   0.374566E+01   0.309531E-08   0.982149E-06   0.173780E-06
  1581   0.436802E+03   0.214875E+02   0.000000E+00   0.333462E+01   0.309195E-08   0.970300E-06   0.174362E-06
  1582   0.434428E+03   0.215644E+02   0.000000E+00   0.291781E+01   0.308859E-08   0.958517E-06   0.174923E-06
  1583   0.432093E+03   0.216389E+02   0.000000E+00   0.249541E+01   0.308524E-08   0.946800E-06   0.175463E-06
  1584   0.429797E+03   0.217110E+02   0.000000E+00   0.206763E+01   0.308189E-08   0.935153E-06   0.175983E-06
  1585   0.427541E+03   0.217806E+02   0.000000E+00   0.163466E+01   0.307855E-08   0.923576E-06   0.176482E-06
  1586   0.425326E+03   0.218478E+02   0.000000E+00   0.119667E+01   0.307521E-08   0.912072E-06   0.176961E-06
  1587   0.423151E+03   0.219124E+02   0.000000E+00   0.753888E+00   0.307188E-08   0.900643E-06   0.177418E-06
  1588   0.421016E+03   0.219745E+02   0.000000E+00   0.306521E+00   0.306855E-08   0.889290E-06   0.177855E-06
  1589   0.418922E+03   0.220340E+02   0.000000E+00  -0.145232E+00   0.306523E-08   0.878016E-06   0.178271E-06
  1590   0.416869E+03   0.220909E+02   0.000000E+00  -0.601159E+00   0.306192E-08   0.866822E-06   0.178667E-06
  1591   0.414857E+03   0.221452E+02   0.000000E+00  -0.106106E+01   0.305861E-08   0.855711E-06   0.179041E-06
  1592   0.412886E+03   0.221968E+02   0.000000E+00  -0.152470E+01   0.305530E-08   0.844684E-06   0.179395E-06
  1593   0.410956E+03   0.222458E+02   0.000000E+00  -0.199191E+01   0.305201E-08   0.833743E-06   0.179728E-06
  1594   0.409068E+03   0.222920E+02   0.000000E+00  -0.246245E+01   0.304871E-08   0.822890E-06   0.180040E-06
  1595   0.407221E+03   0.223356E+02   0.000000E+00  -0.293612E+01   0.304542E-08   0.812127E-06   0.180332E-06
  1596   0.405415E+03   0.223764E+02   0.000000E+00  -0.341270E+01   0.304214E-08   0.801456E-06   0.180603E-06
  1597   0.403651E+03   0.224146E+02   0.000000E+00  -0.389199E+01   0.303886E-08   0.790879E-06   0.180853E-06
  1598   0.401929E+03   0.224499E+02   0.000000E+00  -0.437377E+01   0.303559E-08   0.780397E-06   0.181082E-06
  1599   0.400248E+03   0.224825E+02   0.000000E+00  -0.485781E+01   0.303232E-08   0.770013E-06   0.181290E-06
  1600   0.398610E+03   0.225123E+02   0.000000E+00  -0.534393E+01   0.302906E-08   0.759729E-06   0.181477E-06
  1601   0.397013E+03   0.225394E+02   0.000000E+00  -0.583191E+01   0.302580E-08   0.749546E-06   0.181644E-06
  1602   0.395458E+03   0.225636E+02   0.000000E+00  -0.632155E+01   0.302255E-08   0.739465E-06   0.181789E-06
  1603   0.393944E+03   0.225849E+02   0.000000E+00  -0.681265E+01   0.301931E-08   0.729488E-06   0.181915E-06
  1604   0.392472E+03   0.226035E+02   0.000000E+00  -0.730501E+01   0.301606E-08   0.719615E-06   0.182019E-06
  1605   0.391041E+03   0.226192E+02   0.000000E+00  -0.779845E+01   0.301283E-08   0.709848E-06   0.182104E-06
  1606   0.389651E+03   0.226321E+02   0.000000E+00  -0.829273E+01   0.300960E-08   0.700187E-06   0.182168E-06
  1607   0.388303E+03   0.226421E+02   0.000000E+00  -0.878760E+01   0.300637E-08   0.690633E-06   0.182212E-06
  1608   0.386995E+03   0.226491E+02   0.000000E+00  -0.928300E+01   0.300315E-08   0.681188E-06   0.182237E-06
  1609   0.385729E+03   0.226533E+02   0.000000E+00  -0.977854E+01   0.299994E-08   0.671852E-06   0.182241E-06
  1610   0.384503E+03   0.226547E+02   0.000000E+00  -0.102742E+02   0.299673E-08   0.662626E-06   0.182226E-06
  1611   0.383318E+03   0.226533E+02   0.000000E+00  -0.107695E+02   0.299352E-08   0.653512E-06   0.182191E-06
  1612   0.382174E+03   0.226490E+02   0.000000E+00  -0.112644E+02   0.299032E-08   0.644510E-06   0.182137E-06
  1613   0.381070E+03   0.226419E+02   0.000000E+00  -0.117587E+02   0.298713E-08   0.635622E-06   0.182063E-06
  1614   0.380007E+03   0.226320E+02   0.000000E+00  -0.122521E+02   0.298394E-08   0.626847E-06   0.181971E-06
  1615   0.378983E+03   0.226194E+02   0.000000E+00  -0.127445E+02   0.298075E-08   0.618188E-06   0.181859E-06
  1616   0.377999E+03   0.226040E+02   0.000000E+00  -0.132356E+02   0.297757E-08   0.609645E-06   0.181729E-06
  1617   0.377055E+03   0.225857E+02   0.000000E+00  -0.137253E+02   0.297440E-08   0.601220E-06   0.181580E-06
  1618   0.376150E+03   0.225647E+02   0.000000E+00  -0.142133E+02   0.297123E-08   0.592913E-06   0.181412E-06
  1619   0.375284E+03   0.225409E+02   0.000000E+00  -0.146996E+02   0.296806E-08   0.584724E-06   0.181226E-06
  1620   0.374457E+03   0.225144E+02   0.000000E+00  -0.151838E+02   0.296491E-08   0.576656E-06   0.181021E-06
  1621   0.373668E+03   0.224850E+02   0.000000E+00  -0.156659E+02   0.296175E-08   0.568710E-06   0.180799E-06
  1622   0.372917E+03   0.224529E+02   0.000000E+00  -0.161455E+02   0.295860E-08   0.560885E-06   0.180558E-06
  1623   0.372204E+03   0.224181E+02   0.000000E+00  -0.166227E+02   0.295546E-08   0.553184E-06   0.180299E-06
  1624   0.371528E+03   0.223806E+02   0.000000E+00  -0.170970E+02   0.295232E-08   0.545607E-06   0.180022E-06
  1625   0.370889E+03   0.223403E+02   0.000000E+00  -0.175684E+02   0.294918E-08   0.538155E-06   0.179728E-06
  1626   0.370287E+03   0.222975E+02   0.000000E+00  -0.180367E+02   0.294605E-08   0.530829E-06   0.179416E-06
  1627   0.369721E+03   0.222519E+02   0.000000E+00  -0.185016E+02   0.294293E-08   0.523630E-06   0.179087E-06
  1628   0.369191E+03   0.222037E+02   0.000000E+00  -0.189630E+02   0.293981E-08   0.516559E-06   0.178741E-06
  1629   0.368697E+03   0.221529E+02   0.000000E+00  -0.194208E+02   0.293670E-08   0.509617E-06   0.178377E-06
  1630   0.368238E+03   0.220994E+02   0.000000E+00  -0.198747E+02   0.293359E-08   0.502806E-06   0.177996E-06
  1631   0.367814E+03   0.220435E+02   0.000000E+00  -0.203246E+02   0.293048E-08   0.496125E-06   0.177599E-06
  1632   0.367424E+03   0.219849E+02   0.000000E+00  -0.207703E+02   0.292738E-08   0.489577E-06   0.177185E-06
  1633   0.367068E+03   0.219237E+02   0.000000E+00  -0.212117E+02   0.292429E-08   0.483161E-06   0.176754E-06
  1634   0.366745E+03   0.218601E+02   0.000000E+00  -0.216486E+02   0.292120E-08   0.476880E-06   0.176307E-06
  1635   0.366455E+03   0.217939E+02   0.000000E+00  -0.220808E+02   0.291812E-08   0.470734E-06   0.175843E-06
  1636   0.366198E+03   0.217252E+02   0.000000E+00  -0.225082E+02   0.291504E-08   0.464723E-06   0.175363E-06
  1637   0.365973E+03   0.216541E+02   0.000000E+00  -0.229306E+02   0.291196E-08   0.458850E-06   0.174867E-06
  1638   0.365779E+03   0.215805E+02   0.000000E+00  -0.233479E+02   0.290889E-08   0.453114E-06   0.174355E-06
  1639   0.365616E+03   0.215045E+02   0.000000E+00  -0.237598E+02   0.290582E-08   0.447518E-06   0.173828E-06
  1640   0.365484E+03   0.214262E+02   0.000000E+00  -0.241665E+02   0.290276E-08   0.442061E-06   0.173284E-06
  1641   0.365381E+03   0.213457E+02   0.000000E+00  -0.245675E+02   0.289971E-08   0.436745E-06   0.172725E-06
  1642   0.365308E+03   0.212628E+02   0.000000E+00  -0.249627E+02   0.289666E-08   0.431572E-06   0.172151E-06
  1643   0.365264E+03   0.211776E+02   0.000000E+00  -0.253522E+02   0.289361E-08   0.426541E-06   0.171561E-06
  1644   0.365250E+03   0.210904E+02   0.000000E+00  -0.257356E+02   0.289057E-08   0.421654E-06   0.170956E-06
  1645   0.365262E+03   0.210009E+02   0.000000E+00  -0.261129E+02   0.288754E-08   0.416912E-06   0.170337E-06
  1646   0.365302E+03   0.209091E+02   0.000000E+00  -0.264840E+02   0.288450E-08   0.412315E-06   0.169702E-06
  1647   0.365369E+03   0.208154E+02   0.000000E+00  -0.268488E+02   0.288148E-08   0.407866E-06   0.169052E-06
  1648   0.365462E+03   0.207195E+02   0.000000E+00  -0.272070E+02   0.287846E-08   0.403564E-06   0.168388E-06
  1649   0.365581E+03   0.206215E+02   0.000000E+00  -0.275586E+02   0.287544E-08   0.399412E-06   0.167710E-06
  1650   0.365724E+03   0.205215E+02   0.000000E+00  -0.279034E+02   0.287243E-08   0.395409E-06   0.167017E-06
  1651   0.365892E+03   0.204195E+02   0.000000E+00  -0.282414E+02   0.286942E-08   0.391556E-06   0.166310E-06
  1652   0.366084E+03   0.203156E+02   0.000000E+00  -0.285724E+02   0.286642E-08   0.387855E-06   0.165588E-06
  1653   0.366299E+03   0.202097E+02   0.000000E+00  -0.288965E+02   0.286342E-08   0.384307E-06   0.164853E-06
  1654   0.366537E+03   0.201019E+02   0.000000E+00  -0.292133E+02   0.286042E-08   0.380910E-06   0.164104E-06
  1655   0.366797E+03   0.199923E+02   0.000000E+00  -0.295229E+02   0.285744E-08   0.377667E-06   0.163341E-06
  1656   0.367078E+03   0.198810E+02   0.000000E+00  -0.298252E+02   0.285445E-08   0.374578E-06   0.162564E-06
  1657   0.367380E+03   0.197679E+02   0.000000E+00  -0.301200E+02   0.285147E-08   0.371643E-06   0.161773E-06
  1658   0.367702E+03   0.196531E+02   0.000000E+00  -0.304074E+02   0.284850E-08   0.368863E-06   0.160969E-06
  1659   0.368045E+03   0.195366E+02   0.000000E+00  -0.306871E+02   0.284553E-08   0.366239E-06   0.160151E-06
  1660   0.368406E+03   0.194185E+02   0.000000E+00  -0.309592E+02   0.284256E-08   0.363770E-06   0.159320E-06
  1661   0.368785E+03   0.192989E+02   0.000000E+00  -0.312236E+02   0.283960E-08   0.361459E-06   0.158476E-06
  1662   0.369182E+03   0.191777E+02   0.000000E+00  -0.314801E+02   0.283665E-08   0.359305E-06   0.157618E-06
  1663   0.369596E+03   0.190551E+02   0.000000E+00  -0.317288E+02   0.283370E-08   0.357309E-06   0.156747E-06
  1664   0.370027E+03   0.189310E+02   0.000000E+00  -0.319695E+02   0.283075E-08   0.355472E-06   0.155863E-06
  1665   0.370473E+03   0.188055E+02   0.000000E+00  -0.322022E+02   0.282781E-08   0.353793E-06   0.154967E-06
  1666   0.370935E+03   0.186786E+02   0.000000E+00  -0.324268E+02   0.282487E-08   0.352275E-06   0.154057E-06
  1667   0.371411E+03   0.185505E+02   0.000000E+00  -0.326433E+02   0.282194E-08   0.350917E-06   0.153134E-06
  1668   0.371901E+03   0.184211E+02   0.000000E+00  -0.328516E+02   0.281901E-08   0.349719E-06   0.152199E-06
  1669   0.372404E+03   0.182904E+02   0.000000E+00  -0.330517E+02   0.281608E-08   0.348684E-06   0.151252E-06
  1670   0.372919E+03   0.181587E+02   0.000000E+00  -0.332434E+02   0.281317E-08   0.347810E-06   0.150291E-06
  1671   0.373446E+03   0.180257E+02   0.000000E+00  -0.334268E+02   0.281025E-08   0.347100E-06   0.149319E-06
  1672   0.373985E+03   0.178916E+02   0.000000E+00  -0.336018E+02   0.280734E-08   0.346552E-06   0.148333E-06
  1673   0.374534E+03   0.177566E+02   0.000000E+00  -0.337685E+02   0.280444E-08   0.346169E-06   0.147336E-06
  1674   0.375093E+03   0.176206E+02   0.000000E+00  -0.339267E+02   0.280154E-08   0.345950E-06   0.146327E-06
  1675   0.375661E+03   0.174836E+02   0.000000E+00  -0.340765E+02   0.279864E-08   0.345897E-06   0.145305E-06
  1676   0.376238E+03   0.173459E+02   0.000000E+00  -0.342180E+02   0.279575E-08   0.346009E-06   0.144272E-06
  1677   0.376824E+03   0.172074E+02   0.000000E+00  -0.343509E+02   0.279286E-08   0.346288E-06   0.143226E-06
  1678   0.377417E+03   0.170681E+02   0.000000E+00  -0.344754E+02   0.278998E-08   0.346733E-06   0.142169E-06
  1679   0.378017E+03   0.169281E+02   0.000000E+00  -0.345915E+02   0.278710E-08   0.347346E-06   0.141100E-06
  1680   0.378622E+03   0.167876E+02   0.000000E+00  -0.346989E+02   0.278423E-08   0.348127E-06   0.140020E-06
  1681   0.379234E+03   0.166464E+02   0.000000E+00  -0.347980E+02   0.278136E-08   0.349077E-06   0.138928E-06
  1682   0.379850E+03   0.165046E+02   0.000000E+00  -0.348885E+02   0.277849E-08   0.350197E-06   0.137824E-06
  1683   0.380470E+03   0.163623E+02   0.000000E+00  -0.349705E+02   0.277563E-08   0.351486E-06   0.136710E-06
  1684   0.381094E+03   0.162195E+02   0.000000E+00  -0.350439E+02   0.277278E-08   0.352946E-06   0.135583E-06
  1685   0.381721E+03   0.160764E+02   0.000000E+00  -0.351088E+02   0.276993E-08   0.354577E-06   0.134446E-06
  1686   0.382350E+03   0.159328E+02   0.000000E+00  -0.351652E+02   0.276708E-08   0.356380E-06   0.133298E-06
  1687   0.382980E+03   0.157889E+02   0.000000E+00  -0.352132E+02   0.276424E-08   0.358355E-06   0.132139E-06
  1688   0.383613E+03   0.156448E+02   0.000000E+00  -0.352527E+02   0.276140E-08   0.360503E-06   0.130968E-06
  1689   0.384245E+03   0.155004E+02   0.000000E+00  -0.352838E+02   0.275857E-08   0.362825E-06   0.129788E-06
  1690   0.384878E+03   0.153559E+02   0.000000E+00  -0.353064E+02   0.275574E-08   0.365321E-06   0.128596E-06
  1691   0.385509E+03   0.152113E+02   0.000000E+00  -0.353207E+02   0.275291E-08   0.367991E-06   0.127393E-06
  1692   0.386140E+03   0.150665E+02   0.000000E+00  -0.353266E+02   0.275009E-08   0.370837E-06   0.126181E-06
  1693   0.386767E+03   0.149217E+02   0.000000E+00  -0.353242E+02   0.274728E-08   0.373859E-06   0.124957E-06
  1694   0.387393E+03   0.147770E+02   0.000000E+00  -0.353134E+02   0.274447E-08   0.377057E-06   0.123724E-06
  1695   0.388015E+03   0.146324E+02   0.000000E+00  -0.352944E+02   0.274166E-08   0.380433E-06   0.122480E-06
  1696   0.388634E+03   0.144877E+02   0.000000E+00  -0.352672E+02   0.273886E-08   0.383986E-06   0.121226E-06
  1697   0.389248E+03   0.143433E+02   0.000000E+00  -0.352318E+02   0.273606E-08   0.387718E-06   0.119961E-06
  1698   0.389857E+03   0.141991E+02   0.000000E+00  -0.351881E+02   0.273326E-08   0.391628E-06   0.118687E-06
  1699   0.390460E+03   0.140550E+02   0.000000E+00  -0.351364E+02   0.273047E-08   0.395719E-06   0.117403E-06
  1700   0.391057E+03   0.139113E+02   0.000000E+00  -0.350766E+02   0.272769E-08   0.399989E-06   0.116109E-06
  1701   0.391648E+03   0.137679E+02   0.000000E+00  -0.350089E+02   0.272491E-08   0.404439E-06   0.114805E-06
  1702   0.392231E+03   0.136249E+02   0.000000E+00  -0.349332E+02   0.272213E-08   0.409061E-06   0.113492E-06
  1703   0.392806E+03   0.134824E+02   0.000000E+00  -0.348498E+02   0.271936E-08   0.413850E-06   0.112170E-06
  1704   0.393374E+03   0.133403E+02   0.000000E+00  -0.347587E+02   0.271659E-08   0.418797E-06   0.110839E-06
  1705   0.393933E+03   0.131988E+02   0.000000E+00  -0.346599E+02   0.271383E-08   0.423894E-06   0.109500E-06
  1706   0.394483E+03   0.130579E+02   0.000000E+00  -0.345536E+02   0.271107E-08   0.429134E-06   0.108153E-06
  1707   0.395023E+03   0.129176E+02   0.000000E+00  -0.344397E+02   0.270831E-08   0.434510E-06   0.106797E-06
  1708   0.395553E+03   0.127780E+02   0.000000E+00  -0.343185E+02   0.270556E-08   0.440013E-06   0.105434E-06
  1709   0.396073E+03   0.126391E+02   0.000000E+00  -0.341899E+02   0.270281E-08   0.445637E-06   0.104064E-06
  1710   0.396581E+03   0.125010E+02   0.000000E+00  -0.340541E+02   0.270007E-08   0.451374E-06   0.102688E-06
  1711   0.397078E+03   0.123637E+02   0.000000E+00  -0.339111E+02   0.269733E-08   0.457216E-06   0.101304E-06
  1712   0.397562E+03   0.122271E+02   0.000000E+00  -0.337611E+02   0.269460E-08   0.463156E-06   0.999144E-07
  1713   0.398034E+03   0.120915E+02   0.000000E+00  -0.336041E+02   0.269187E-08   0.469186E-06   0.985188E-07
  1714   0.398493E+03   0.119567E+02   0.000000E+00  -0.334401E+02   0.268914E-08   0.475299E-06   0.971177E-07
  1715   0.398939E+03   0.118230E+02   0.000000E+00  -0.332694E+02   0.268642E-08   0.481487E-06   0.957112E-07
  1716   0.399371E+03   0.116902E+02   0.000000E+00  -0.330920E+02   0.268370E-08   0.487742E-06   0.942998E-07
  1717   0.399789E+03   0.115585E+02   0.000000E+00  -0.329080E+02   0.268099E-08   0.494057E-06   0.928837E-07
  1718   0.400192E+03   0.114279E+02   0.000000E+00  -0.327177E+02   0.267828E-08   0.500425E-06   0.914633E-07
  1719   0.400580E+03   0.112983E+02   0.000000E+00  -0.325208E+02   0.267558E-08   0.506838E-06   0.900389E-07
  1720   0.400952E+03   0.111699E+02   0.000000E+00  -0.323178E+02   0.267288E-08   0.513288E-06   0.886108E-07
  1721   0.401310E+03   0.110427E+02   0.000000E+00  -0.321087E+02   0.267018E-08   0.519769E-06   0.871793E-07
  1722   0.401651E+03   0.109167E+02   0.000000E+00  -0.318935E+02   0.266749E-08   0.526271E-06   0.857448E-07
  1723   0.401975E+03   0.107921E+02   0.000000E+00  -0.316725E+02   0.266480E-08   0.532788E-06   0.843076E-07
  1724   0.402283E+03   0.106687E+02   0.000000E+00  -0.314457E+02   0.266212E-08   0.539312E-06   0.828679E-07
  1725   0.402574E+03   0.105467E+02   0.000000E+00  -0.312133E+02   0.265944E-08   0.545837E-06   0.814261E-07
  1726   0.402846E+03   0.104260E+02   0.000000E+00  -0.309753E+02   0.265676E-08   0.552353E-06   0.799825E-07
  1727   0.403102E+03   0.103067E+02   0.000000E+00  -0.307319E+02   0.265409E-08   0.558853E-06   0.785375E-07
  1728   0.403339E+03   0.101889E+02   0.000000E+00  -0.304832E+02   0.265142E-08   0.565331E-06   0.770913E-07
  1729   0.403558E+03   0.100725E+02   0.000000E+00  -0.302294E+02   0.264876E-08   0.571778E-06   0.756442E-07
  1730   0.403758E+03   0.995771E+01   0.000000E+00  -0.299705E+02   0.264610E-08   0.578188E-06   0.741967E-07
  1731   0.403938E+03   0.984436E+01   0.000000E+00  -0.297066E+02   0.264344E-08   0.584551E-06   0.727489E-07
  1732   0.404099E+03   0.973257E+01   0.000000E+00  -0.294380E+02   0.264079E-08   0.590862E-06   0.713013E-07
  1733   0.404241E+03   0.962241E+01   0.000000E+00  -0.291646E+02   0.263814E-08   0.597112E-06   0.698542E-07
  1734   0.404362E+03   0.951382E+01   0.000000E+00  -0.288867E+02   0.263550E-08   0.603293E-06   0.684077E-07
