#    L    TT             EE             BB             TE             PP             TP             EP          
  1333   0.711824E+03   0.302248E+02   0.000000E+00  -0.572470E+02   0.412873E-08   0.214429E-05  -0.332404E-06
  1334   0.713077E+03   0.300877E+02   0.000000E+00  -0.578133E+02   0.412355E-08   0.215157E-05  -0.331265E-06
  1335   0.714371E+03   0.299472E+02   0.000000E+00  -0.583667E+02   0.411838E-08   0.215873E-05  -0.330094E-06
  1336   0.715706E+03   0.298035E+02   0.000000E+00  -0.589071E+02   0.411322E-08   0.216577E-05  -0.328892E-06
  1337   0.717079E+03   0.296564E+02   0.000000E+00  -0.594344E+02   0.410807E-08   0.217269E-05  -0.327658E-06
  1338   0.718491E+03   0.295063E+02   0.000000E+00  -0.599483E+02   0.410293E-08   0.217950E-05  -0.326394E-06
  1339   0.719939E+03   0.293529E+02   0.000000E+00  -0.604485E+02   0.409780E-08   0.218618E-05  -0.325098E-06
  1340   0.721422E+03   0.291966E+02   0.000000E+00  -0.609350E+02   0.409268E-08   0.219275E-05  -0.323772E-06
  1341   0.722940E+03   0.290372E+02   0.000000E+00  -0.614075E+02   0.408757E-08   0.219920E-05  -0.322416E-06
  1342   0.724491E+03   0.288749E+02   0.000000E+00  -0.618657E+02   0.408247E-08   0.220552E-05  -0.321030E-06
  1343   0.726074E+03   0.287097E+02   0.000000E+00  -0.623097E+02   0.407738E-08   0.221173E-05  -0.319613E-06
  1344   0.727686E+03   0.285418E+02   0.000000E+00  -0.627391E+02   0.407229E-08   0.221781E-05  -0.318168E-06
  1345   0.729329E+03   0.283710E+02   0.000000E+00  -0.631539E+02   0.406722E-08   0.222378E-05  -0.316693E-06
  1346   0.730998E+03   0.281975E+02   0.000000E+00  -0.635537E+02   0.406216E-08   0.222962E-05  -0.315189E-06
  1347   0.732695E+03   0.280214E+02   0.000000E+00  -0.639386E+02   0.405711E-08   0.223534E-05  -0.313657E-06
  1348   0.734416E+03   0.278426E+02   0.000000E+00  -0.643082E+02   0.405206E-08   0.224094E-05  -0.312095E-06
  1349   0.736161E+03   0.276614E+02   0.000000E+00  -0.646625E+02   0.404703E-08   0.224641E-05  -0.310506E-06
  1350   0.737929E+03   0.274779E+02   0.000000E+00  -0.650014E+02   0.404201E-08   0.225176E-05  -0.308889E-06
  1351   0.739718E+03   0.272919E+02   0.000000E+00  -0.653250E+02   0.403699E-08   0.225699E-05  -0.307244E-06
  1352   0.741528E+03   0.271038E+02   0.000000E+00  -0.656329E+02   0.403199E-08   0.226209E-05  -0.305572E-06
  1353   0.743358E+03   0.269134E+02   0.000000E+00  -0.659252E+02   0.402699E-08   0.226706E-05  -0.303872E-06
  1354   0.745200E+03   0.267210E+02   0.000000E+00  -0.662018E+02   0.402201E-08   0.227191E-05  -0.302146E-06
  1355   0.747065E+03   0.265266E+02   0.000000E+00  -0.664626E+02   0.401703E-08   0.227663E-05  -0.300394E-06
  1356   0.748944E+03   0.263304E+02   0.000000E+00  -0.667076E+02   0.401206E-08   0.228122E-05  -0.298615E-06
  1357   0.750838E+03   0.261323E+02   0.000000E+00  -0.669367E+02   0.400711E-08   0.228568E-05  -0.296811E-06
  1358   0.752747E+03   0.259324E+02   0.000000E+00  -0.671498E+02   0.400216E-08   0.229001E-05  -0.294981E-06
  1359   0.754664E+03   0.257309E+02   0.000000E+00  -0.673469E+02   0.399722E-08   0.229421E-05  -0.293126E-06
  1360   0.756588E+03   0.255278E+02   0.000000E+00  -0.675278E+02   0.399229E-08   0.229827E-05  -0.291247E-06
  1361   0.758519E+03   0.253232E+02   0.000000E+00  -0.676925E+02   0.398737E-08   0.230219E-05  -0.289343E-06
  1362   0.760465E+03   0.251171E+02   0.000000E+00  -0.678410E+02   0.398246E-08   0.230598E-05  -0.287415E-06
  1363   0.762411E+03   0.249096E+02   0.000000E+00  -0.679732E+02   0.397756E-08   0.230964E-05  -0.285463E-06
  1364   0.764365E+03   0.247008E+02   0.000000E+00  -0.680891E+02   0.397267E-08   0.231315E-05  -0.283488E-06
  1365   0.766326E+03   0.244908E+02   0.000000E+00  -0.681887E+02   0.396778E-08   0.231652E-05  -0.281489E-06
  1366   0.768280E+03   0.242797E+02   0.000000E+00  -0.682720E+02   0.396291E-08   0.231975E-05  -0.279468E-06
  1367   0.770241E+03   0.240675E+02   0.000000E+00  -0.683389E+02   0.395804E-08   0.232284E-05  -0.277425E-06
  1368   0.772202E+03   0.238544E+02   0.000000E+00  -0.683896E+02   0.395319E-08   0.232579E-05  -0.275359E-06
  1369   0.774156E+03   0.236404E+02   0.000000E+00  -0.684238E+02   0.394834E-08   0.232859E-05  -0.273271E-06
  1370   0.776117E+03   0.234256E+02   0.000000E+00  -0.684418E+02   0.394350E-08   0.233125E-05  -0.271162E-06
  1371   0.778063E+03   0.232101E+02   0.000000E+00  -0.684436E+02   0.393867E-08   0.233376E-05  -0.269032E-06
  1372   0.780010E+03   0.229940E+02   0.000000E+00  -0.684290E+02   0.393385E-08   0.233612E-05  -0.266881E-06
  1373   0.781948E+03   0.227773E+02   0.000000E+00  -0.683983E+02   0.392904E-08   0.233833E-05  -0.264710E-06
  1374   0.783880E+03   0.225602E+02   0.000000E+00  -0.683515E+02   0.392424E-08   0.234039E-05  -0.262518E-06
  1375   0.785796E+03   0.223427E+02   0.000000E+00  -0.682885E+02   0.391945E-08   0.234230E-05  -0.260307E-06
  1376   0.787706E+03   0.221250E+02   0.000000E+00  -0.682094E+02   0.391466E-08   0.234406E-05  -0.258076E-06
  1377   0.789607E+03   0.219070E+02   0.000000E+00  -0.681144E+02   0.390989E-08   0.234567E-05  -0.255826E-06
  1378   0.791494E+03   0.216889E+02   0.000000E+00  -0.680033E+02   0.390512E-08   0.234712E-05  -0.253557E-06
  1379   0.793366E+03   0.214708E+02   0.000000E+00  -0.678764E+02   0.390036E-08   0.234841E-05  -0.251269E-06
  1380   0.795216E+03   0.212527E+02   0.000000E+00  -0.677335E+02   0.389562E-08   0.234955E-05  -0.248964E-06
  1381   0.797058E+03   0.210346E+02   0.000000E+00  -0.675749E+02   0.389088E-08   0.235053E-05  -0.246640E-06
  1382   0.798879E+03   0.208168E+02   0.000000E+00  -0.674004E+02   0.388615E-08   0.235135E-05  -0.244299E-06
  1383   0.800676E+03   0.205991E+02   0.000000E+00  -0.672102E+02   0.388142E-08   0.235200E-05  -0.241941E-06
  1384   0.802452E+03   0.203818E+02   0.000000E+00  -0.670044E+02   0.387671E-08   0.235250E-05  -0.239566E-06
  1385   0.804212E+03   0.201649E+02   0.000000E+00  -0.667832E+02   0.387200E-08   0.235283E-05  -0.237174E-06
  1386   0.805951E+03   0.199485E+02   0.000000E+00  -0.665467E+02   0.386731E-08   0.235300E-05  -0.234766E-06
  1387   0.807659E+03   0.197327E+02   0.000000E+00  -0.662950E+02   0.386262E-08   0.235301E-05  -0.232343E-06
  1388   0.809346E+03   0.195176E+02   0.000000E+00  -0.660283E+02   0.385794E-08   0.235285E-05  -0.229903E-06
  1389   0.811003E+03   0.193033E+02   0.000000E+00  -0.657468E+02   0.385327E-08   0.235252E-05  -0.227449E-06
  1390   0.812637E+03   0.190898E+02   0.000000E+00  -0.654506E+02   0.384861E-08   0.235202E-05  -0.224979E-06
  1391   0.814242E+03   0.188772E+02   0.000000E+00  -0.651399E+02   0.384395E-08   0.235135E-05  -0.222495E-06
  1392   0.815817E+03   0.186657E+02   0.000000E+00  -0.648148E+02   0.383931E-08   0.235051E-05  -0.219997E-06
  1393   0.817369E+03   0.184552E+02   0.000000E+00  -0.644753E+02   0.383467E-08   0.234950E-05  -0.217485E-06
  1394   0.818885E+03   0.182458E+02   0.000000E+00  -0.641217E+02   0.383004E-08   0.234832E-05  -0.214959E-06
  1395   0.820363E+03   0.180377E+02   0.000000E+00  -0.637541E+02   0.382542E-08   0.234696E-05  -0.212420E-06
  1396   0.821812E+03   0.178307E+02   0.000000E+00  -0.633725E+02   0.382081E-08   0.234543E-05  -0.209868E-06
  1397   0.823231E+03   0.176252E+02   0.000000E+00  -0.629773E+02   0.381621E-08   0.234372E-05  -0.207304E-06
  1398   0.824605E+03   0.174211E+02   0.000000E+00  -0.625684E+02   0.381161E-08   0.234183E-05  -0.204727E-06
  1399   0.825950E+03   0.172184E+02   0.000000E+00  -0.621462E+02   0.380703E-08   0.233976E-05  -0.202138E-06
  1400   0.827250E+03   0.170174E+02   0.000000E+00  -0.617109E+02   0.380245E-08   0.233751E-05  -0.199538E-06
  1401   0.828520E+03   0.168179E+02   0.000000E+00  -0.612626E+02   0.379788E-08   0.233509E-05  -0.196926E-06
  1402   0.829746E+03   0.166202E+02   0.000000E+00  -0.608015E+02   0.379332E-08   0.233248E-05  -0.194303E-06
  1403   0.830935E+03   0.164242E+02   0.000000E+00  -0.603279E+02   0.378877E-08   0.232971E-05  -0.191670E-06
  1404   0.832086E+03   0.162300E+02   0.000000E+00  -0.598420E+02   0.378422E-08   0.232677E-05  -0.189026E-06
  1405   0.833193E+03   0.160378E+02   0.000000E+00  -0.593439E+02   0.377968E-08   0.232368E-05  -0.186373E-06
  1406   0.834256E+03   0.158475E+02   0.000000E+00  -0.588338E+02   0.377515E-08   0.232043E-05  -0.183710E-06
  1407   0.835273E+03   0.156592E+02   0.000000E+00  -0.583121E+02   0.377063E-08   0.231704E-05  -0.181038E-06
  1408   0.836254E+03   0.154731E+02   0.000000E+00  -0.577788E+02   0.376612E-08   0.231351E-05  -0.178357E-06
  1409   0.837183E+03   0.152890E+02   0.000000E+00  -0.572342E+02   0.376162E-08   0.230985E-05  -0.175667E-06
  1410   0.838074E+03   0.151072E+02   0.000000E+00  -0.566785E+02   0.375712E-08   0.230605E-05  -0.172969E-06
  1411   0.838914E+03   0.149276E+02   0.000000E+00  -0.561119E+02   0.375263E-08   0.230213E-05  -0.170264E-06
  1412   0.839709E+03   0.147503E+02   0.000000E+00  -0.555348E+02   0.374815E-08   0.229810E-05  -0.167551E-06
  1413   0.840452E+03   0.145755E+02   0.000000E+00  -0.549471E+02   0.374368E-08   0.229396E-05  -0.164831E-06
  1414   0.841150E+03   0.144031E+02   0.000000E+00  -0.543496E+02   0.373921E-08   0.228971E-05  -0.162104E-06
  1415   0.841797E+03   0.142331E+02   0.000000E+00  -0.537421E+02   0.373476E-08   0.228536E-05  -0.159370E-06
  1416   0.842398E+03   0.140658E+02   0.000000E+00  -0.531251E+02   0.373031E-08   0.228092E-05  -0.156631E-06
  1417   0.842948E+03   0.139010E+02   0.000000E+00  -0.524989E+02   0.372587E-08   0.227640E-05  -0.153886E-06
  1418   0.843453E+03   0.137389E+02   0.000000E+00  -0.518637E+02   0.372144E-08   0.227179E-05  -0.151135E-06
  1419   0.843907E+03   0.135796E+02   0.000000E+00  -0.512197E+02   0.371701E-08   0.226710E-05  -0.148380E-06
  1420   0.844308E+03   0.134230E+02   0.000000E+00  -0.505673E+02   0.371259E-08   0.226235E-05  -0.145619E-06
  1421   0.844657E+03   0.132692E+02   0.000000E+00  -0.499068E+02   0.370818E-08   0.225753E-05  -0.142855E-06
  1422   0.844954E+03   0.131184E+02   0.000000E+00  -0.492382E+02   0.370378E-08   0.225266E-05  -0.140086E-06
  1423   0.845207E+03   0.129703E+02   0.000000E+00  -0.485619E+02   0.369939E-08   0.224773E-05  -0.137314E-06
  1424   0.845400E+03   0.128253E+02   0.000000E+00  -0.478782E+02   0.369501E-08   0.224276E-05  -0.134538E-06
  1425   0.845542E+03   0.126833E+02   0.000000E+00  -0.471873E+02   0.369063E-08   0.223775E-05  -0.131760E-06
  1426   0.845631E+03   0.125443E+02   0.000000E+00  -0.464896E+02   0.368626E-08   0.223271E-05  -0.128978E-06
  1427   0.845661E+03   0.124084E+02   0.000000E+00  -0.457852E+02   0.368189E-08   0.222763E-05  -0.126195E-06
  1428   0.845638E+03   0.122755E+02   0.000000E+00  -0.450744E+02   0.367754E-08   0.222254E-05  -0.123410E-06
  1429   0.845564E+03   0.121458E+02   0.000000E+00  -0.443576E+02   0.367319E-08   0.221742E-05  -0.120623E-06
  1430   0.845438E+03   0.120193E+02   0.000000E+00  -0.436350E+02   0.366885E-08   0.221230E-05  -0.117835E-06
  1431   0.845253E+03   0.118961E+02   0.000000E+00  -0.429070E+02   0.366452E-08   0.220717E-05  -0.115046E-06
  1432   0.845015E+03   0.117761E+02   0.000000E+00  -0.421737E+02   0.366020E-08   0.220205E-05  -0.112256E-06
  1433   0.844718E+03   0.116594E+02   0.000000E+00  -0.414355E+02   0.365588E-08   0.219693E-05  -0.109467E-06
  1434   0.844369E+03   0.115460E+02   0.000000E+00  -0.406926E+02   0.365158E-08   0.219182E-05  -0.106677E-06
  1435   0.843960E+03   0.114360E+02   0.000000E+00  -0.399454E+02   0.364727E-08   0.218673E-05  -0.103888E-06
  1436   0.843500E+03   0.113293E+02   0.000000E+00  -0.391942E+02   0.364298E-08   0.218167E-05  -0.101100E-06
  1437   0.842980E+03   0.112260E+02   0.000000E+00  -0.384392E+02   0.363870E-08   0.217664E-05  -0.983133E-07
  1438   0.842401E+03   0.111261E+02   0.000000E+00  -0.376806E+02   0.363442E-08   0.217165E-05  -0.955280E-07
  1439   0.841770E+03   0.110298E+02   0.000000E+00  -0.369189E+02   0.363015E-08   0.216669E-05  -0.927445E-07
  1440   0.841086E+03   0.109368E+02   0.000000E+00  -0.361543E+02   0.362588E-08   0.216179E-05  -0.899634E-07
  1441   0.840344E+03   0.108474E+02   0.000000E+00  -0.353870E+02   0.362163E-08   0.215694E-05  -0.871849E-07
  1442   0.839541E+03   0.107614E+02   0.000000E+00  -0.346174E+02   0.361738E-08   0.215215E-05  -0.844093E-07
  1443   0.838680E+03   0.106790E+02   0.000000E+00  -0.338456E+02   0.361314E-08   0.214743E-05  -0.816370E-07
  1444   0.837766E+03   0.106001E+02   0.000000E+00  -0.330722E+02   0.360890E-08   0.214277E-05  -0.788684E-07
  1445   0.836793E+03   0.105248E+02   0.000000E+00  -0.322972E+02   0.360468E-08   0.213820E-05  -0.761038E-07
  1446   0.835761E+03   0.104530E+02   0.000000E+00  -0.315210E+02   0.360046E-08   0.213371E-05  -0.733435E-07
  1447   0.834677E+03   0.103848E+02   0.000000E+00  -0.307439E+02   0.359625E-08   0.212931E-05  -0.705879E-07
  1448   0.833533E+03   0.103202E+02   0.000000E+00  -0.299661E+02   0.359204E-08   0.212500E-05  -0.678373E-07
  1449   0.832329E+03   0.102592E+02   0.000000E+00  -0.291881E+02   0.358785E-08   0.212080E-05  -0.650922E-07
  1450   0.831074E+03   0.102018E+02   0.000000E+00  -0.284099E+02   0.358366E-08   0.211670E-05  -0.623527E-07
  1451   0.829767E+03   0.101480E+02   0.000000E+00  -0.276321E+02   0.357947E-08   0.211272E-05  -0.596194E-07
  1452   0.828400E+03   0.100978E+02   0.000000E+00  -0.268549E+02   0.357530E-08   0.210884E-05  -0.568923E-07
  1453   0.826974E+03   0.100512E+02   0.000000E+00  -0.260786E+02   0.357113E-08   0.210506E-05  -0.541718E-07
  1454   0.825496E+03   0.100082E+02   0.000000E+00  -0.253034E+02   0.356697E-08   0.210137E-05  -0.514580E-07
  1455   0.823966E+03   0.996886E+01   0.000000E+00  -0.245297E+02   0.356282E-08   0.209777E-05  -0.487512E-07
  1456   0.822384E+03   0.993312E+01   0.000000E+00  -0.237576E+02   0.355867E-08   0.209424E-05  -0.460516E-07
  1457   0.820750E+03   0.990103E+01   0.000000E+00  -0.229875E+02   0.355453E-08   0.209079E-05  -0.433594E-07
  1458   0.819056E+03   0.987242E+01   0.000000E+00  -0.222196E+02   0.355040E-08   0.208740E-05  -0.406750E-07
  1459   0.817311E+03   0.984746E+01   0.000000E+00  -0.214542E+02   0.354628E-08   0.208407E-05  -0.379983E-07
  1460   0.815513E+03   0.982614E+01   0.000000E+00  -0.206916E+02   0.354216E-08   0.208079E-05  -0.353298E-07
  1461   0.813664E+03   0.980830E+01   0.000000E+00  -0.199319E+02   0.353805E-08   0.207755E-05  -0.326697E-07
  1462   0.811762E+03   0.979404E+01   0.000000E+00  -0.191757E+02   0.353395E-08   0.207435E-05  -0.300181E-07
  1463   0.809809E+03   0.978334E+01   0.000000E+00  -0.184229E+02   0.352985E-08   0.207117E-05  -0.273753E-07
  1464   0.807803E+03   0.977613E+01   0.000000E+00  -0.176740E+02   0.352576E-08   0.206802E-05  -0.247415E-07
  1465   0.805746E+03   0.977248E+01   0.000000E+00  -0.169291E+02   0.352168E-08   0.206488E-05  -0.221169E-07
  1466   0.803644E+03   0.977233E+01   0.000000E+00  -0.161886E+02   0.351760E-08   0.206176E-05  -0.195018E-07
  1467   0.801489E+03   0.977559E+01   0.000000E+00  -0.154527E+02   0.351354E-08   0.205863E-05  -0.168964E-07
  1468   0.799291E+03   0.978242E+01   0.000000E+00  -0.147216E+02   0.350948E-08   0.205550E-05  -0.143009E-07
  1469   0.797040E+03   0.979259E+01   0.000000E+00  -0.139957E+02   0.350542E-08   0.205235E-05  -0.117155E-07
  1470   0.794737E+03   0.980626E+01   0.000000E+00  -0.132751E+02   0.350137E-08   0.204918E-05  -0.914048E-08
  1471   0.792398E+03   0.982327E+01   0.000000E+00  -0.125601E+02   0.349733E-08   0.204599E-05  -0.657606E-08
  1472   0.790006E+03   0.984369E+01   0.000000E+00  -0.118509E+02   0.349330E-08   0.204277E-05  -0.402246E-08
  1473   0.787562E+03   0.986738E+01   0.000000E+00  -0.111478E+02   0.348928E-08   0.203950E-05  -0.147989E-08
  1474   0.785081E+03   0.989449E+01   0.000000E+00  -0.104510E+02   0.348526E-08   0.203618E-05   0.105140E-08
  1475   0.782548E+03   0.992479E+01   0.000000E+00  -0.976080E+01   0.348124E-08   0.203281E-05   0.357121E-08
  1476   0.779978E+03   0.995844E+01   0.000000E+00  -0.907730E+01   0.347724E-08   0.202938E-05   0.607931E-08
  1477   0.777363E+03   0.999528E+01   0.000000E+00  -0.840085E+01   0.347324E-08   0.202588E-05   0.857546E-08
  1478   0.774704E+03   0.100352E+02   0.000000E+00  -0.773161E+01   0.346925E-08   0.202230E-05   0.110594E-07
  1479   0.772008E+03   0.100785E+02   0.000000E+00  -0.706979E+01   0.346526E-08   0.201864E-05   0.135310E-07
  1480   0.769267E+03   0.101247E+02   0.000000E+00  -0.641564E+01   0.346128E-08   0.201489E-05   0.159900E-07
  1481   0.766489E+03   0.101742E+02   0.000000E+00  -0.576936E+01   0.345731E-08   0.201105E-05   0.184362E-07
  1482   0.763666E+03   0.102267E+02   0.000000E+00  -0.513117E+01   0.345335E-08   0.200709E-05   0.208692E-07
  1483   0.760806E+03   0.102821E+02   0.000000E+00  -0.450123E+01   0.344939E-08   0.200303E-05   0.232890E-07
  1484   0.757917E+03   0.103406E+02   0.000000E+00  -0.387976E+01   0.344544E-08   0.199885E-05   0.256953E-07
  1485   0.754983E+03   0.104020E+02   0.000000E+00  -0.326696E+01   0.344149E-08   0.199455E-05   0.280878E-07
  1486   0.752019E+03   0.104663E+02   0.000000E+00  -0.266299E+01   0.343756E-08   0.199011E-05   0.304663E-07
  1487   0.749010E+03   0.105334E+02   0.000000E+00  -0.206808E+01   0.343362E-08   0.198554E-05   0.328307E-07
  1488   0.745972E+03   0.106034E+02   0.000000E+00  -0.148240E+01   0.342970E-08   0.198082E-05   0.351806E-07
  1489   0.742904E+03   0.106761E+02   0.000000E+00  -0.906124E+00   0.342578E-08   0.197594E-05   0.375159E-07
  1490   0.739796E+03   0.107516E+02   0.000000E+00  -0.339429E+00   0.342187E-08   0.197091E-05   0.398363E-07
  1491   0.736657E+03   0.108297E+02   0.000000E+00   0.217521E+00   0.341797E-08   0.196571E-05   0.421416E-07
  1492   0.733488E+03   0.109104E+02   0.000000E+00   0.764559E+00   0.341407E-08   0.196033E-05   0.444316E-07
  1493   0.730288E+03   0.109937E+02   0.000000E+00   0.130150E+01   0.341018E-08   0.195478E-05   0.467061E-07
  1494   0.727057E+03   0.110795E+02   0.000000E+00   0.182820E+01   0.340629E-08   0.194903E-05   0.489648E-07
  1495   0.723798E+03   0.111679E+02   0.000000E+00   0.234448E+01   0.340242E-08   0.194309E-05   0.512074E-07
  1496   0.720510E+03   0.112586E+02   0.000000E+00   0.285020E+01   0.339854E-08   0.193695E-05   0.534339E-07
  1497   0.717195E+03   0.113517E+02   0.000000E+00   0.334524E+01   0.339468E-08   0.193060E-05   0.556439E-07
  1498   0.713854E+03   0.114472E+02   0.000000E+00   0.382946E+01   0.339082E-08   0.192404E-05   0.578372E-07
  1499   0.710488E+03   0.115448E+02   0.000000E+00   0.430275E+01   0.338697E-08   0.191725E-05   0.600137E-07
  1500   0.707096E+03   0.116448E+02   0.000000E+00   0.476495E+01   0.338312E-08   0.191023E-05   0.621730E-07
  1501   0.703682E+03   0.117468E+02   0.000000E+00   0.521595E+01   0.337928E-08   0.190298E-05   0.643150E-07
  1502   0.700245E+03   0.118510E+02   0.000000E+00   0.565562E+01   0.337545E-08   0.189549E-05   0.664396E-07
  1503   0.696787E+03   0.119572E+02   0.000000E+00   0.608385E+01   0.337162E-08   0.188778E-05   0.685467E-07
  1504   0.693307E+03   0.120653E+02   0.000000E+00   0.650055E+01   0.336780E-08   0.187984E-05   0.706363E-07
  1505   0.689808E+03   0.121755E+02   0.000000E+00   0.690561E+01   0.336399E-08   0.187169E-05   0.727083E-07
  1506   0.686290E+03   0.122874E+02   0.000000E+00   0.729892E+01   0.336018E-08   0.186332E-05   0.747626E-07
  1507   0.682754E+03   0.124012E+02   0.000000E+00   0.768039E+01   0.335638E-08   0.185475E-05   0.767993E-07
  1508   0.679200E+03   0.125168E+02   0.000000E+00   0.804988E+01   0.335259E-08   0.184598E-05   0.788181E-07
  1509   0.675630E+03   0.126341E+02   0.000000E+00   0.840742E+01   0.334880E-08   0.183700E-05   0.808192E-07
  1510   0.672044E+03   0.127529E+02   0.000000E+00   0.875277E+01   0.334502E-08   0.182783E-05   0.828023E-07
  1511   0.668443E+03   0.128733E+02   0.000000E+00   0.908602E+01   0.334124E-08   0.181848E-05   0.847675E-07
  1512   0.664831E+03   0.129953E+02   0.000000E+00   0.940708E+01   0.333748E-08   0.180894E-05   0.867146E-07
  1513   0.661206E+03   0.131187E+02   0.000000E+00   0.971596E+01   0.333371E-08   0.179922E-05   0.886437E-07
  1514   0.657570E+03   0.132434E+02   0.000000E+00   0.100125E+02   0.332996E-08   0.178933E-05   0.905547E-07
  1515   0.653926E+03   0.133695E+02   0.000000E+00   0.102968E+02   0.332621E-08   0.177927E-05   0.924475E-07
  1516   0.650273E+03   0.134969E+02   0.000000E+00   0.105687E+02   0.332246E-08   0.176904E-05   0.943220E-07
  1517   0.646612E+03   0.136255E+02   0.000000E+00   0.108282E+02   0.331872E-08   0.175866E-05   0.961782E-07
  1518   0.642945E+03   0.137552E+02   0.000000E+00   0.110752E+02   0.331499E-08   0.174812E-05   0.980160E-07
  1519   0.639272E+03   0.138860E+02   0.000000E+00   0.113099E+02   0.331127E-08   0.173743E-05   0.998353E-07
  1520   0.635595E+03   0.140178E+02   0.000000E+00   0.115320E+02   0.330755E-08   0.172660E-05   0.101636E-06
  1521   0.631914E+03   0.141505E+02   0.000000E+00   0.117417E+02   0.330384E-08   0.171562E-05   0.103419E-06
  1522   0.628231E+03   0.142842E+02   0.000000E+00   0.119388E+02   0.330013E-08   0.170451E-05   0.105182E-06
  1523   0.624545E+03   0.144187E+02   0.000000E+00   0.121233E+02   0.329643E-08   0.169328E-05   0.106927E-06
  1524   0.620858E+03   0.145539E+02   0.000000E+00   0.122953E+02   0.329274E-08   0.168191E-05   0.108654E-06
  1525   0.617171E+03   0.146898E+02   0.000000E+00   0.124547E+02   0.328905E-08   0.167043E-05   0.110361E-06
  1526   0.613486E+03   0.148263E+02   0.000000E+00   0.126016E+02   0.328537E-08   0.165883E-05   0.112050E-06
  1527   0.609802E+03   0.149634E+02   0.000000E+00   0.127360E+02   0.328169E-08   0.164712E-05   0.113719E-06
  1528   0.606121E+03   0.151010E+02   0.000000E+00   0.128578E+02   0.327802E-08   0.163530E-05   0.115370E-06
  1529   0.602445E+03   0.152390E+02   0.000000E+00   0.129672E+02   0.327436E-08   0.162338E-05   0.117002E-06
  1530   0.598773E+03   0.153774E+02   0.000000E+00   0.130641E+02   0.327070E-08   0.161137E-05   0.118614E-06
  1531   0.595107E+03   0.155161E+02   0.000000E+00   0.131485E+02   0.326705E-08   0.159927E-05   0.120208E-06
  1532   0.591446E+03   0.156551E+02   0.000000E+00   0.132205E+02   0.326340E-08   0.158708E-05   0.121782E-06
  1533   0.587795E+03   0.157941E+02   0.000000E+00   0.132801E+02   0.325976E-08   0.157480E-05   0.123337E-06
  1534   0.584151E+03   0.159333E+02   0.000000E+00   0.133273E+02   0.325613E-08   0.156245E-05   0.124872E-06
  1535   0.580516E+03   0.160726E+02   0.000000E+00   0.133622E+02   0.325250E-08   0.155003E-05   0.126389E-06
  1536   0.576892E+03   0.162118E+02   0.000000E+00   0.133848E+02   0.324888E-08   0.153754E-05   0.127885E-06
  1537   0.573277E+03   0.163509E+02   0.000000E+00   0.133951E+02   0.324527E-08   0.152499E-05   0.129362E-06
  1538   0.569675E+03   0.164898E+02   0.000000E+00   0.133933E+02   0.324166E-08   0.151239E-05   0.130820E-06
  1539   0.566085E+03   0.166285E+02   0.000000E+00   0.133793E+02   0.323806E-08   0.149973E-05   0.132258E-06
  1540   0.562509E+03   0.167670E+02   0.000000E+00   0.133534E+02   0.323446E-08   0.148702E-05   0.133676E-06
  1541   0.558947E+03   0.169051E+02   0.000000E+00   0.133155E+02   0.323087E-08   0.147427E-05   0.135075E-06
  1542   0.555401E+03   0.170428E+02   0.000000E+00   0.132657E+02   0.322728E-08   0.146148E-05   0.136453E-06
  1543   0.551871E+03   0.171800E+02   0.000000E+00   0.132041E+02   0.322370E-08   0.144866E-05   0.137812E-06
  1544   0.548359E+03   0.173167E+02   0.000000E+00   0.131309E+02   0.322013E-08   0.143581E-05   0.139151E-06
  1545   0.544864E+03   0.174528E+02   0.000000E+00   0.130460E+02   0.321656E-08   0.142293E-05   0.140470E-06
  1546   0.541388E+03   0.175882E+02   0.000000E+00   0.129497E+02   0.321300E-08   0.141004E-05   0.141768E-06
  1547   0.537932E+03   0.177230E+02   0.000000E+00   0.128419E+02   0.320944E-08   0.139714E-05   0.143047E-06
  1548   0.534496E+03   0.178570E+02   0.000000E+00   0.127229E+02   0.320589E-08   0.138422E-05   0.144305E-06
  1549   0.531081E+03   0.179901E+02   0.000000E+00   0.125926E+02   0.320235E-08   0.137130E-05   0.145543E-06
  1550   0.527687E+03   0.181223E+02   0.000000E+00   0.124511E+02   0.319881E-08   0.135839E-05   0.146761E-06
  1551   0.524316E+03   0.182536E+02   0.000000E+00   0.122987E+02   0.319528E-08   0.134548E-05   0.147959E-06
  1552   0.520968E+03   0.183838E+02   0.000000E+00   0.121354E+02   0.319175E-08   0.133257E-05   0.149136E-06
  1553   0.517645E+03   0.185130E+02   0.000000E+00   0.119613E+02   0.318823E-08   0.131968E-05   0.150293E-06
  1554   0.514345E+03   0.186410E+02   0.000000E+00   0.117766E+02   0.318471E-08   0.130679E-05   0.151429E-06
  1555   0.511070E+03   0.187678E+02   0.000000E+00   0.115814E+02   0.318121E-08   0.129392E-05   0.152545E-06
  1556   0.507822E+03   0.188934E+02   0.000000E+00   0.113758E+02   0.317770E-08   0.128107E-05   0.153640E-06
  1557   0.504600E+03   0.190178E+02   0.000000E+00   0.111600E+02   0.317420E-08   0.126823E-05   0.154715E-06
  1558   0.501406E+03   0.191407E+02   0.000000E+00   0.109341E+02   0.317071E-08   0.125541E-05   0.155770E-06
  1559   0.498240E+03   0.192623E+02   0.000000E+00   0.106984E+02   0.316722E-08   0.124262E-05   0.156804E-06
