#    L    TT             EE             BB             TE          
  2304   0.114804E+03   0.510617E+01   0.378660E-01  -0.805208E+01
  2305   0.114718E+03   0.508182E+01   0.378266E-01  -0.806563E+01
  2306   0.114633E+03   0.505733E+01   0.377872E-01  -0.807809E+01
  2307   0.114550E+03   0.503272E+01   0.377480E-01  -0.808946E+01
  2308   0.114467E+03   0.500799E+01   0.377088E-01  -0.809973E+01
  2309   0.114385E+03   0.498314E+01   0.376697E-01  -0.810890E+01
  2310   0.114304E+03   0.495819E+01   0.376307E-01  -0.811706E+01
  2311   0.114224E+03   0.493314E+01   0.375918E-01  -0.812412E+01
  2312   0.114144E+03   0.490801E+01   0.375529E-01  -0.813002E+01
  2313   0.114065E+03   0.488278E+01   0.375141E-01  -0.813490E+01
  2314   0.113987E+03   0.485748E+01   0.374755E-01  -0.813875E+01
  2315   0.113909E+03   0.483210E+01   0.374368E-01  -0.814144E+01
  2316   0.113831E+03   0.480666E+01   0.373983E-01  -0.814310E+01
  2317   0.113754E+03   0.478116E+01   0.373598E-01  -0.814366E+01
  2318   0.113677E+03   0.475561E+01   0.373215E-01  -0.814312E+01
  2319   0.113600E+03   0.473001E+01   0.372831E-01  -0.814155E+01
  2320   0.113523E+03   0.470436E+01   0.372449E-01  -0.813895E+01
  2321   0.113446E+03   0.467868E+01   0.372067E-01  -0.813523E+01
  2322   0.113368E+03   0.465298E+01   0.371686E-01  -0.813048E+01
  2323   0.113292E+03   0.462726E+01   0.371305E-01  -0.812468E+01
  2324   0.113214E+03   0.460152E+01   0.370925E-01  -0.811784E+01
  2325   0.113136E+03   0.457578E+01   0.370546E-01  -0.811002E+01
  2326   0.113058E+03   0.455005E+01   0.370167E-01  -0.810114E+01
  2327   0.112980E+03   0.452433E+01   0.369789E-01  -0.809120E+01
  2328   0.112901E+03   0.449864E+01   0.369411E-01  -0.808034E+01
  2329   0.112822E+03   0.447297E+01   0.369034E-01  -0.806849E+01
  2330   0.112742E+03   0.444734E+01   0.368657E-01  -0.805563E+01
  2331   0.112661E+03   0.442174E+01   0.368281E-01  -0.804183E+01
  2332   0.112580E+03   0.439619E+01   0.367905E-01  -0.802702E+01
  2333   0.112499E+03   0.437069E+01   0.367530E-01  -0.801126E+01
  2334   0.112416E+03   0.434524E+01   0.367155E-01  -0.799454E+01
  2335   0.112332E+03   0.431986E+01   0.366780E-01  -0.797686E+01
  2336   0.112248E+03   0.429453E+01   0.366406E-01  -0.795828E+01
  2337   0.112163E+03   0.426930E+01   0.366032E-01  -0.793880E+01
  2338   0.112076E+03   0.424413E+01   0.365659E-01  -0.791834E+01
  2339   0.111989E+03   0.421905E+01   0.365285E-01  -0.789703E+01
  2340   0.111900E+03   0.419407E+01   0.364912E-01  -0.787486E+01
  2341   0.111810E+03   0.416919E+01   0.364540E-01  -0.785176E+01
  2342   0.111720E+03   0.414441E+01   0.364167E-01  -0.782779E+01
  2343   0.111627E+03   0.411974E+01   0.363795E-01  -0.780301E+01
  2344   0.111534E+03   0.409519E+01   0.363423E-01  -0.777742E+01
  2345   0.111439E+03   0.407077E+01   0.363052E-01  -0.775092E+01
  2346   0.111343E+03   0.404647E+01   0.362680E-01  -0.772367E+01
  2347   0.111245E+03   0.402230E+01   0.362309E-01  -0.769557E+01
  2348   0.111147E+03   0.399826E+01   0.361937E-01  -0.766668E+01
  2349   0.111046E+03   0.397437E+01   0.361566E-01  -0.763701E+01
  2350   0.110943E+03   0.395063E+01   0.361195E-01  -0.760661E+01
  2351   0.110840E+03   0.392704E+01   0.360825E-01  -0.757539E+01
  2352   0.110735E+03   0.390360E+01   0.360454E-01  -0.754350E+01
  2353   0.110628E+03   0.388033E+01   0.360083E-01  -0.751085E+01
  2354   0.110519E+03   0.385723E+01   0.359713E-01  -0.747758E+01
  2355   0.110409E+03   0.383430E+01   0.359342E-01  -0.744352E+01
  2356   0.110297E+03   0.381156E+01   0.358972E-01  -0.740881E+01
  2357   0.110183E+03   0.378899E+01   0.358602E-01  -0.737351E+01
  2358   0.110067E+03   0.376663E+01   0.358231E-01  -0.733755E+01
  2359   0.109951E+03   0.374445E+01   0.357861E-01  -0.730097E+01
  2360   0.109831E+03   0.372247E+01   0.357491E-01  -0.726370E+01
  2361   0.109711E+03   0.370068E+01   0.357121E-01  -0.722594E+01
  2362   0.109587E+03   0.367910E+01   0.356751E-01  -0.718753E+01
  2363   0.109463E+03   0.365773E+01   0.356381E-01  -0.714861E+01
  2364   0.109336E+03   0.363656E+01   0.356011E-01  -0.710909E+01
  2365   0.109207E+03   0.361562E+01   0.355641E-01  -0.706910E+01
  2366   0.109077E+03   0.359489E+01   0.355271E-01  -0.702856E+01
  2367   0.108944E+03   0.357438E+01   0.354901E-01  -0.698753E+01
  2368   0.108809E+03   0.355410E+01   0.354531E-01  -0.694600E+01
  2369   0.108673E+03   0.353404E+01   0.354160E-01  -0.690409E+01
  2370   0.108534E+03   0.351422E+01   0.353790E-01  -0.686165E+01
  2371   0.108393E+03   0.349464E+01   0.353420E-01  -0.681881E+01
  2372   0.108250E+03   0.347530E+01   0.353050E-01  -0.677556E+01
  2373   0.108106E+03   0.345619E+01   0.352680E-01  -0.673196E+01
  2374   0.107959E+03   0.343734E+01   0.352310E-01  -0.668798E+01
  2375   0.107810E+03   0.341872E+01   0.351940E-01  -0.664363E+01
  2376   0.107659E+03   0.340035E+01   0.351570E-01  -0.659896E+01
  2377   0.107505E+03   0.338224E+01   0.351200E-01  -0.655395E+01
  2378   0.107350E+03   0.336438E+01   0.350829E-01  -0.650863E+01
  2379   0.107192E+03   0.334678E+01   0.350459E-01  -0.646304E+01
  2380   0.107033E+03   0.332944E+01   0.350089E-01  -0.641719E+01
  2381   0.106872E+03   0.331234E+01   0.349718E-01  -0.637108E+01
  2382   0.106707E+03   0.329552E+01   0.349348E-01  -0.632474E+01
  2383   0.106541E+03   0.327896E+01   0.348977E-01  -0.627818E+01
  2384   0.106373E+03   0.326266E+01   0.348607E-01  -0.623142E+01
  2385   0.106203E+03   0.324663E+01   0.348236E-01  -0.618447E+01
  2386   0.106030E+03   0.323086E+01   0.347865E-01  -0.613734E+01
  2387   0.105855E+03   0.321537E+01   0.347495E-01  -0.609008E+01
  2388   0.105678E+03   0.320014E+01   0.347124E-01  -0.604269E+01
  2389   0.105499E+03   0.318519E+01   0.346753E-01  -0.599520E+01
  2390   0.105317E+03   0.317051E+01   0.346382E-01  -0.594761E+01
  2391   0.105133E+03   0.315611E+01   0.346010E-01  -0.589995E+01
  2392   0.104948E+03   0.314198E+01   0.345639E-01  -0.585224E+01
  2393   0.104760E+03   0.312813E+01   0.345267E-01  -0.580449E+01
  2394   0.104571E+03   0.311456E+01   0.344896E-01  -0.575672E+01
  2395   0.104379E+03   0.310127E+01   0.344524E-01  -0.570894E+01
  2396   0.104185E+03   0.308824E+01   0.344152E-01  -0.566118E+01
  2397   0.103989E+03   0.307551E+01   0.343779E-01  -0.561343E+01
  2398   0.103791E+03   0.306305E+01   0.343407E-01  -0.556573E+01
  2399   0.103591E+03   0.305086E+01   0.343034E-01  -0.551808E+01
  2400   0.103389E+03   0.303896E+01   0.342662E-01  -0.547051E+01
  2401   0.103184E+03   0.302733E+01   0.342289E-01  -0.542302E+01
  2402   0.102978E+03   0.301598E+01   0.341915E-01  -0.537564E+01
  2403   0.102769E+03   0.300490E+01   0.341542E-01  -0.532839E+01
  2404   0.102559E+03   0.299410E+01   0.341168E-01  -0.528127E+01
  2405   0.102347E+03   0.298359E+01   0.340794E-01  -0.523431E+01
  2406   0.102133E+03   0.297335E+01   0.340420E-01  -0.518751E+01
  2407   0.101917E+03   0.296338E+01   0.340046E-01  -0.514090E+01
  2408   0.101698E+03   0.295369E+01   0.339671E-01  -0.509448E+01
  2409   0.101479E+03   0.294427E+01   0.339296E-01  -0.504828E+01
  2410   0.101257E+03   0.293513E+01   0.338921E-01  -0.500230E+01
  2411   0.101033E+03   0.292625E+01   0.338545E-01  -0.495657E+01
  2412   0.100808E+03   0.291765E+01   0.338169E-01  -0.491108E+01
  2413   0.100581E+03   0.290932E+01   0.337793E-01  -0.486587E+01
  2414   0.100352E+03   0.290125E+01   0.337417E-01  -0.482094E+01
  2415   0.100121E+03   0.289345E+01   0.337040E-01  -0.477631E+01
  2416   0.998888E+02   0.288591E+01   0.336663E-01  -0.473198E+01
  2417   0.996548E+02   0.287865E+01   0.336286E-01  -0.468799E+01
  2418   0.994195E+02   0.287164E+01   0.335908E-01  -0.464434E+01
  2419   0.991822E+02   0.286490E+01   0.335530E-01  -0.460105E+01
  2420   0.989444E+02   0.285841E+01   0.335152E-01  -0.455812E+01
  2421   0.987044E+02   0.285218E+01   0.334774E-01  -0.451556E+01
  2422   0.984632E+02   0.284620E+01   0.334395E-01  -0.447341E+01
  2423   0.982213E+02   0.284048E+01   0.334016E-01  -0.443165E+01
  2424   0.979772E+02   0.283501E+01   0.333637E-01  -0.439031E+01
  2425   0.977325E+02   0.282979E+01   0.333257E-01  -0.434939E+01
  2426   0.974863E+02   0.282481E+01   0.332877E-01  -0.430891E+01
  2427   0.972386E+02   0.282008E+01   0.332497E-01  -0.426888E+01
  2428   0.969901E+02   0.281558E+01   0.332117E-01  -0.422930E+01
  2429   0.967408E+02   0.281133E+01   0.331737E-01  -0.419020E+01
  2430   0.964900E+02   0.280731E+01   0.331356E-01  -0.415156E+01
  2431   0.962383E+02   0.280352E+01   0.330975E-01  -0.411342E+01
  2432   0.959856E+02   0.279997E+01   0.330594E-01  -0.407578E+01
  2433   0.957321E+02   0.279664E+01   0.330212E-01  -0.403865E+01
  2434   0.954783E+02   0.279353E+01   0.329831E-01  -0.400204E+01
  2435   0.952227E+02   0.279066E+01   0.329449E-01  -0.396595E+01
  2436   0.949669E+02   0.278799E+01   0.329067E-01  -0.393040E+01
  2437   0.947099E+02   0.278554E+01   0.328686E-01  -0.389539E+01
  2438   0.944526E+02   0.278331E+01   0.328303E-01  -0.386093E+01
  2439   0.941941E+02   0.278128E+01   0.327921E-01  -0.382703E+01
  2440   0.939352E+02   0.277946E+01   0.327539E-01  -0.379369E+01
  2441   0.936757E+02   0.277783E+01   0.327157E-01  -0.376094E+01
  2442   0.934157E+02   0.277641E+01   0.326774E-01  -0.372875E+01
  2443   0.931544E+02   0.277518E+01   0.326392E-01  -0.369715E+01
  2444   0.928932E+02   0.277414E+01   0.326009E-01  -0.366615E+01
  2445   0.926320E+02   0.277330E+01   0.325626E-01  -0.363574E+01
  2446   0.923694E+02   0.277263E+01   0.325244E-01  -0.360594E+01
  2447   0.921075E+02   0.277215E+01   0.324861E-01  -0.357675E+01
  2448   0.918449E+02   0.277184E+01   0.324478E-01  -0.354817E+01
  2449   0.915813E+02   0.277171E+01   0.324096E-01  -0.352021E+01
  2450   0.913183E+02   0.277174E+01   0.323713E-01  -0.349288E+01
  2451   0.910544E+02   0.277194E+01   0.323330E-01  -0.346617E+01
  2452   0.907910E+02   0.277229E+01   0.322948E-01  -0.344009E+01
  2453   0.905266E+02   0.277281E+01   0.322565E-01  -0.341466E+01
  2454   0.902625E+02   0.277348E+01   0.322183E-01  -0.338987E+01
  2455   0.899980E+02   0.277430E+01   0.321800E-01  -0.336572E+01
  2456   0.897339E+02   0.277525E+01   0.321418E-01  -0.334221E+01
  2457   0.894700E+02   0.277635E+01   0.321036E-01  -0.331935E+01
  2458   0.892056E+02   0.277758E+01   0.320653E-01  -0.329715E+01
  2459   0.889407E+02   0.277895E+01   0.320271E-01  -0.327561E+01
  2460   0.886766E+02   0.278044E+01   0.319889E-01  -0.325471E+01
  2461   0.884125E+02   0.278206E+01   0.319507E-01  -0.323447E+01
  2462   0.881478E+02   0.278380E+01   0.319125E-01  -0.321490E+01
  2463   0.878846E+02   0.278565E+01   0.318743E-01  -0.319598E+01
  2464   0.876206E+02   0.278761E+01   0.318361E-01  -0.317772E+01
  2465   0.873572E+02   0.278968E+01   0.317980E-01  -0.316013E+01
  2466   0.870937E+02   0.279185E+01   0.317598E-01  -0.314319E+01
  2467   0.868308E+02   0.279412E+01   0.317217E-01  -0.312691E+01
  2468   0.865684E+02   0.279648E+01   0.316835E-01  -0.311128E+01
  2469   0.863065E+02   0.279893E+01   0.316454E-01  -0.309632E+01
  2470   0.860444E+02   0.280148E+01   0.316073E-01  -0.308202E+01
  2471   0.857834E+02   0.280410E+01   0.315692E-01  -0.306837E+01
  2472   0.855228E+02   0.280679E+01   0.315311E-01  -0.305537E+01
  2473   0.852625E+02   0.280956E+01   0.314930E-01  -0.304303E+01
  2474   0.850026E+02   0.281240E+01   0.314549E-01  -0.303133E+01
  2475   0.847437E+02   0.281530E+01   0.314168E-01  -0.302030E+01
  2476   0.844851E+02   0.281827E+01   0.313788E-01  -0.300991E+01
  2477   0.842274E+02   0.282129E+01   0.313407E-01  -0.300016E+01
  2478   0.839706E+02   0.282436E+01   0.313027E-01  -0.299105E+01
  2479   0.837148E+02   0.282748E+01   0.312647E-01  -0.298257E+01
  2480   0.834591E+02   0.283065E+01   0.312267E-01  -0.297474E+01
  2481   0.832050E+02   0.283386E+01   0.311887E-01  -0.296752E+01
  2482   0.829518E+02   0.283710E+01   0.311507E-01  -0.296093E+01
  2483   0.826993E+02   0.284039E+01   0.311127E-01  -0.295496E+01
  2484   0.824476E+02   0.284370E+01   0.310748E-01  -0.294961E+01
  2485   0.821974E+02   0.284704E+01   0.310369E-01  -0.294486E+01
  2486   0.819487E+02   0.285040E+01   0.309989E-01  -0.294073E+01
  2487   0.817007E+02   0.285377E+01   0.309610E-01  -0.293719E+01
  2488   0.814541E+02   0.285717E+01   0.309231E-01  -0.293427E+01
  2489   0.812081E+02   0.286057E+01   0.308853E-01  -0.293193E+01
  2490   0.809635E+02   0.286398E+01   0.308474E-01  -0.293017E+01
  2491   0.807210E+02   0.286739E+01   0.308096E-01  -0.292901E+01
  2492   0.804791E+02   0.287080E+01   0.307718E-01  -0.292842E+01
  2493   0.802386E+02   0.287421E+01   0.307340E-01  -0.292840E+01
  2494   0.799996E+02   0.287761E+01   0.306963E-01  -0.292894E+01
  2495   0.797621E+02   0.288100E+01   0.306585E-01  -0.293004E+01
  2496   0.795260E+02   0.288437E+01   0.306208E-01  -0.293169E+01
  2497   0.792914E+02   0.288772E+01   0.305832E-01  -0.293388E+01
  2498   0.790584E+02   0.289106E+01   0.305455E-01  -0.293661E+01
  2499   0.788269E+02   0.289436E+01   0.305079E-01  -0.293987E+01
  2500   0.785969E+02   0.289764E+01   0.304703E-01  -0.294365E+01
  2501   0.783686E+02   0.290088E+01   0.304328E-01  -0.294795E+01
  2502   0.781418E+02   0.290408E+01   0.303953E-01  -0.295275E+01
  2503   0.779167E+02   0.290723E+01   0.303578E-01  -0.295806E+01
  2504   0.776933E+02   0.291034E+01   0.303204E-01  -0.296387E+01
  2505   0.774716E+02   0.291340E+01   0.302830E-01  -0.297015E+01
  2506   0.772515E+02   0.291641E+01   0.302456E-01  -0.297691E+01
  2507   0.770332E+02   0.291936E+01   0.302083E-01  -0.298413E+01
  2508   0.768166E+02   0.292226E+01   0.301711E-01  -0.299182E+01
  2509   0.766018E+02   0.292510E+01   0.301339E-01  -0.299995E+01
  2510   0.763887E+02   0.292787E+01   0.300967E-01  -0.300852E+01
  2511   0.761775E+02   0.293058E+01   0.300596E-01  -0.301752E+01
  2512   0.759681E+02   0.293321E+01   0.300225E-01  -0.302694E+01
  2513   0.757604E+02   0.293576E+01   0.299855E-01  -0.303678E+01
  2514   0.755546E+02   0.293825E+01   0.299486E-01  -0.304701E+01
  2515   0.753507E+02   0.294065E+01   0.299117E-01  -0.305764E+01
  2516   0.751485E+02   0.294297E+01   0.298749E-01  -0.306864E+01
  2517   0.749481E+02   0.294520E+01   0.298381E-01  -0.308003E+01
  2518   0.747496E+02   0.294734E+01   0.298014E-01  -0.309177E+01
  2519   0.745529E+02   0.294940E+01   0.297647E-01  -0.310387E+01
  2520   0.743580E+02   0.295135E+01   0.297281E-01  -0.311631E+01
  2521   0.741649E+02   0.295321E+01   0.296916E-01  -0.312908E+01
  2522   0.739736E+02   0.295497E+01   0.296551E-01  -0.314217E+01
  2523   0.737842E+02   0.295663E+01   0.296187E-01  -0.315557E+01
  2524   0.735966E+02   0.295819E+01   0.295824E-01  -0.316927E+01
  2525   0.734108E+02   0.295964E+01   0.295461E-01  -0.318326E+01
  2526   0.732269E+02   0.296097E+01   0.295099E-01  -0.319752E+01
  2527   0.730447E+02   0.296221E+01   0.294738E-01  -0.321205E+01
  2528   0.728644E+02   0.296332E+01   0.294377E-01  -0.322684E+01
  2529   0.726859E+02   0.296433E+01   0.294017E-01  -0.324186E+01
  2530   0.725092E+02   0.296522E+01   0.293657E-01  -0.325713E+01
  2531   0.723343E+02   0.296599E+01   0.293298E-01  -0.327261E+01
  2532   0.721612E+02   0.296664E+01   0.292940E-01  -0.328830E+01
  2533   0.719899E+02   0.296717E+01   0.292583E-01  -0.330419E+01
  2534   0.718204E+02   0.296757E+01   0.292226E-01  -0.332027E+01
  2535   0.716527E+02   0.296785E+01   0.291869E-01  -0.333653E+01
  2536   0.714867E+02   0.296799E+01   0.291514E-01  -0.335295E+01
  2537   0.713225E+02   0.296801E+01   0.291159E-01  -0.336954E+01
  2538   0.711601E+02   0.296789E+01   0.290805E-01  -0.338627E+01
  2539   0.709994E+02   0.296764E+01   0.290451E-01  -0.340313E+01
  2540   0.708405E+02   0.296725E+01   0.290098E-01  -0.342012E+01
  2541   0.706834E+02   0.296674E+01   0.289745E-01  -0.343722E+01
  2542   0.705280E+02   0.296607E+01   0.289393E-01  -0.345443E+01
  2543   0.703745E+02   0.296529E+01   0.289042E-01  -0.347173E+01
  2544   0.702227E+02   0.296436E+01   0.288692E-01  -0.348911E+01
  2545   0.700726E+02   0.296330E+01   0.288341E-01  -0.350656E+01
  2546   0.699244E+02   0.296210E+01   0.287992E-01  -0.352406E+01
  2547   0.697779E+02   0.296076E+01   0.287643E-01  -0.354162E+01
  2548   0.696331E+02   0.295929E+01   0.287295E-01  -0.355922E+01
  2549   0.694901E+02   0.295768E+01   0.286947E-01  -0.357685E+01
  2550   0.693489E+02   0.295592E+01   0.286600E-01  -0.359449E+01
  2551   0.692094E+02   0.295403E+01   0.286253E-01  -0.361215E+01
  2552   0.690717E+02   0.295198E+01   0.285907E-01  -0.362979E+01
  2553   0.689357E+02   0.294980E+01   0.285562E-01  -0.364744E+01
  2554   0.688014E+02   0.294747E+01   0.285217E-01  -0.366505E+01
  2555   0.686689E+02   0.294499E+01   0.284873E-01  -0.368264E+01
  2556   0.685381E+02   0.294238E+01   0.284529E-01  -0.370019E+01
  2557   0.684091E+02   0.293962E+01   0.284186E-01  -0.371769E+01
  2558   0.682817E+02   0.293671E+01   0.283843E-01  -0.373512E+01
  2559   0.681561E+02   0.293367E+01   0.283501E-01  -0.375249E+01
  2560   0.680323E+02   0.293047E+01   0.283160E-01  -0.376978E+01
  2561   0.679101E+02   0.292714E+01   0.282819E-01  -0.378698E+01
  2562   0.677897E+02   0.292366E+01   0.282479E-01  -0.380410E+01
  2563   0.676710E+02   0.292004E+01   0.282139E-01  -0.382110E+01
  2564   0.675539E+02   0.291627E+01   0.281800E-01  -0.383798E+01
  2565   0.674384E+02   0.291235E+01   0.281462E-01  -0.385475E+01
  2566   0.673246E+02   0.290829E+01   0.281124E-01  -0.387137E+01
  2567   0.672125E+02   0.290409E+01   0.280787E-01  -0.388786E+01
  2568   0.671019E+02   0.289975E+01   0.280450E-01  -0.390420E+01
  2569   0.669931E+02   0.289526E+01   0.280114E-01  -0.392038E+01
  2570   0.668857E+02   0.289063E+01   0.279779E-01  -0.393639E+01
  2571   0.667800E+02   0.288587E+01   0.279444E-01  -0.395224E+01
  2572   0.666759E+02   0.288097E+01   0.279110E-01  -0.396790E+01
  2573   0.665733E+02   0.287593E+01   0.278777E-01  -0.398337E+01
  2574   0.664723E+02   0.287077E+01   0.278444E-01  -0.399865E+01
  2575   0.663727E+02   0.286547E+01   0.278112E-01  -0.401372E+01
  2576   0.662746E+02   0.286004E+01   0.277781E-01  -0.402858E+01
  2577   0.661780E+02   0.285447E+01   0.277450E-01  -0.404322E+01
  2578   0.660828E+02   0.284878E+01   0.277120E-01  -0.405763E+01
  2579   0.659890E+02   0.284295E+01   0.276791E-01  -0.407180E+01
  2580   0.658965E+02   0.283700E+01   0.276463E-01  -0.408573E+01
  2581   0.658053E+02   0.283092E+01   0.276135E-01  -0.409940E+01
  2582   0.657154E+02   0.282471E+01   0.275808E-01  -0.411282E+01
  2583   0.656268E+02   0.281838E+01   0.275482E-01  -0.412596E+01
  2584   0.655394E+02   0.281192E+01   0.275157E-01  -0.413884E+01
  2585   0.654532E+02   0.280534E+01   0.274832E-01  -0.415143E+01
  2586   0.653682E+02   0.279864E+01   0.274508E-01  -0.416374E+01
  2587   0.652842E+02   0.279182E+01   0.274185E-01  -0.417575E+01
  2588   0.652014E+02   0.278487E+01   0.273862E-01  -0.418747E+01
  2589   0.651196E+02   0.277782E+01   0.273540E-01  -0.419887E+01
  2590   0.650387E+02   0.277064E+01   0.273219E-01  -0.420997E+01
  2591   0.649589E+02   0.276336E+01   0.272899E-01  -0.422073E+01
  2592   0.648799E+02   0.275595E+01   0.272580E-01  -0.423118E+01
  2593   0.648018E+02   0.274842E+01   0.272261E-01  -0.424129E+01
  2594   0.647246E+02   0.274080E+01   0.271943E-01  -0.425105E+01
  2595   0.646481E+02   0.273305E+01   0.271626E-01  -0.426048E+01
  2596   0.645725E+02   0.272520E+01   0.271309E-01  -0.426954E+01
  2597   0.644975E+02   0.271724E+01   0.270993E-01  -0.427826E+01
  2598   0.644232E+02   0.270918E+01   0.270678E-01  -0.428662E+01
  2599   0.643496E+02   0.270101E+01   0.270363E-01  -0.429462E+01
  2600   0.642766E+02   0.269274E+01   0.270050E-01  -0.430225E+01
