#    L    TT             EE             BB             TE          
  1169   0.117137E+04   0.137604E+02   0.995121E-01  -0.138133E+02
  1170   0.116819E+04   0.138293E+02   0.994831E-01  -0.130618E+02
  1171   0.116495E+04   0.139023E+02   0.994530E-01  -0.123207E+02
  1172   0.116166E+04   0.139792E+02   0.994216E-01  -0.115903E+02
  1173   0.115831E+04   0.140601E+02   0.993892E-01  -0.108711E+02
  1174   0.115490E+04   0.141450E+02   0.993556E-01  -0.101632E+02
  1175   0.115144E+04   0.142337E+02   0.993208E-01  -0.946682E+01
  1176   0.114793E+04   0.143261E+02   0.992849E-01  -0.878234E+01
  1177   0.114437E+04   0.144222E+02   0.992480E-01  -0.810994E+01
  1178   0.114075E+04   0.145221E+02   0.992098E-01  -0.744992E+01
  1179   0.113709E+04   0.146256E+02   0.991706E-01  -0.680251E+01
  1180   0.113338E+04   0.147326E+02   0.991303E-01  -0.616797E+01
  1181   0.112962E+04   0.148430E+02   0.990889E-01  -0.554655E+01
  1182   0.112582E+04   0.149569E+02   0.990464E-01  -0.493845E+01
  1183   0.112197E+04   0.150742E+02   0.990028E-01  -0.434391E+01
  1184   0.111808E+04   0.151947E+02   0.989582E-01  -0.376316E+01
  1185   0.111415E+04   0.153184E+02   0.989125E-01  -0.319642E+01
  1186   0.111017E+04   0.154453E+02   0.988657E-01  -0.264393E+01
  1187   0.110616E+04   0.155753E+02   0.988179E-01  -0.210591E+01
  1188   0.110211E+04   0.157082E+02   0.987691E-01  -0.158251E+01
  1189   0.109803E+04   0.158441E+02   0.987193E-01  -0.107391E+01
  1190   0.109389E+04   0.159828E+02   0.986684E-01  -0.580273E+00
  1191   0.108974E+04   0.161243E+02   0.986166E-01  -0.101747E+00
  1192   0.108555E+04   0.162685E+02   0.985637E-01   0.361494E+00
  1193   0.108133E+04   0.164154E+02   0.985099E-01   0.809302E+00
  1194   0.107709E+04   0.165647E+02   0.984552E-01   0.124151E+01
  1195   0.107281E+04   0.167165E+02   0.983995E-01   0.165798E+01
  1196   0.106851E+04   0.168708E+02   0.983428E-01   0.205862E+01
  1197   0.106418E+04   0.170273E+02   0.982852E-01   0.244330E+01
  1198   0.105983E+04   0.171861E+02   0.982267E-01   0.281191E+01
  1199   0.105546E+04   0.173470E+02   0.981674E-01   0.316426E+01
  1200   0.105107E+04   0.175099E+02   0.981071E-01   0.350036E+01
  1201   0.104665E+04   0.176749E+02   0.980460E-01   0.381996E+01
  1202   0.104222E+04   0.178417E+02   0.979840E-01   0.412315E+01
  1203   0.103778E+04   0.180103E+02   0.979211E-01   0.440973E+01
  1204   0.103332E+04   0.181808E+02   0.978575E-01   0.467974E+01
  1205   0.102884E+04   0.183527E+02   0.977930E-01   0.493305E+01
  1206   0.102436E+04   0.185264E+02   0.977277E-01   0.516967E+01
  1207   0.101986E+04   0.187013E+02   0.976617E-01   0.538957E+01
  1208   0.101535E+04   0.188778E+02   0.975948E-01   0.559260E+01
  1209   0.101085E+04   0.190556E+02   0.975272E-01   0.577886E+01
  1210   0.100633E+04   0.192345E+02   0.974589E-01   0.594823E+01
  1211   0.100181E+04   0.194146E+02   0.973899E-01   0.610086E+01
  1212   0.997284E+03   0.195958E+02   0.973202E-01   0.623671E+01
  1213   0.992757E+03   0.197779E+02   0.972497E-01   0.635570E+01
  1214   0.988232E+03   0.199610E+02   0.971786E-01   0.645785E+01
  1215   0.983716E+03   0.201448E+02   0.971069E-01   0.654324E+01
  1216   0.979195E+03   0.203293E+02   0.970345E-01   0.661182E+01
  1217   0.974681E+03   0.205144E+02   0.969615E-01   0.666367E+01
  1218   0.970176E+03   0.207001E+02   0.968879E-01   0.669879E+01
  1219   0.965679E+03   0.208862E+02   0.968137E-01   0.671711E+01
  1220   0.961182E+03   0.210726E+02   0.967389E-01   0.671887E+01
  1221   0.956707E+03   0.212593E+02   0.966636E-01   0.670384E+01
  1222   0.952233E+03   0.214461E+02   0.965877E-01   0.667225E+01
  1223   0.947780E+03   0.216331E+02   0.965114E-01   0.662418E+01
  1224   0.943334E+03   0.218200E+02   0.964345E-01   0.655962E+01
  1225   0.938909E+03   0.220068E+02   0.963572E-01   0.647887E+01
  1226   0.934498E+03   0.221935E+02   0.962794E-01   0.638193E+01
  1227   0.930108E+03   0.223799E+02   0.962011E-01   0.626887E+01
  1228   0.925738E+03   0.225661E+02   0.961225E-01   0.613998E+01
  1229   0.921397E+03   0.227518E+02   0.960434E-01   0.599525E+01
  1230   0.917075E+03   0.229371E+02   0.959640E-01   0.583483E+01
  1231   0.912773E+03   0.231217E+02   0.958842E-01   0.565878E+01
  1232   0.908498E+03   0.233058E+02   0.958040E-01   0.546738E+01
  1233   0.904257E+03   0.234890E+02   0.957235E-01   0.526055E+01
  1234   0.900036E+03   0.236715E+02   0.956428E-01   0.503858E+01
  1235   0.895848E+03   0.238530E+02   0.955617E-01   0.480145E+01
  1236   0.891686E+03   0.240336E+02   0.954804E-01   0.454937E+01
  1237   0.887558E+03   0.242129E+02   0.953988E-01   0.428247E+01
  1238   0.883462E+03   0.243912E+02   0.953170E-01   0.400096E+01
  1239   0.879399E+03   0.245682E+02   0.952350E-01   0.370496E+01
  1240   0.875369E+03   0.247439E+02   0.951527E-01   0.339467E+01
  1241   0.871378E+03   0.249182E+02   0.950704E-01   0.307031E+01
  1242   0.867427E+03   0.250911E+02   0.949878E-01   0.273207E+01
  1243   0.863508E+03   0.252623E+02   0.949052E-01   0.238006E+01
  1244   0.859628E+03   0.254319E+02   0.948224E-01   0.201443E+01
  1245   0.855786E+03   0.255998E+02   0.947396E-01   0.163550E+01
  1246   0.851991E+03   0.257659E+02   0.946567E-01   0.124340E+01
  1247   0.848233E+03   0.259302E+02   0.945737E-01   0.838351E+00
  1248   0.844522E+03   0.260925E+02   0.944907E-01   0.420537E+00
  1249   0.840848E+03   0.262527E+02   0.944077E-01  -0.984744E-02
  1250   0.837227E+03   0.264108E+02   0.943246E-01  -0.452582E+00
  1251   0.833643E+03   0.265668E+02   0.942417E-01  -0.907418E+00
  1252   0.830104E+03   0.267205E+02   0.941587E-01  -0.137408E+01
  1253   0.826617E+03   0.268720E+02   0.940758E-01  -0.185228E+01
  1254   0.823175E+03   0.270212E+02   0.939930E-01  -0.234177E+01
  1255   0.819783E+03   0.271680E+02   0.939103E-01  -0.284225E+01
  1256   0.816444E+03   0.273123E+02   0.938277E-01  -0.335347E+01
  1257   0.813155E+03   0.274541E+02   0.937453E-01  -0.387515E+01
  1258   0.809917E+03   0.275935E+02   0.936630E-01  -0.440703E+01
  1259   0.806723E+03   0.277301E+02   0.935809E-01  -0.494884E+01
  1260   0.803595E+03   0.278642E+02   0.934989E-01  -0.550031E+01
  1261   0.800509E+03   0.279955E+02   0.934172E-01  -0.606118E+01
  1262   0.797481E+03   0.281240E+02   0.933357E-01  -0.663119E+01
  1263   0.794511E+03   0.282497E+02   0.932544E-01  -0.721006E+01
  1264   0.791591E+03   0.283726E+02   0.931734E-01  -0.779753E+01
  1265   0.788727E+03   0.284924E+02   0.930927E-01  -0.839331E+01
  1266   0.785914E+03   0.286093E+02   0.930122E-01  -0.899708E+01
  1267   0.783165E+03   0.287231E+02   0.929320E-01  -0.960856E+01
  1268   0.780473E+03   0.288339E+02   0.928522E-01  -0.102274E+02
  1269   0.777838E+03   0.289416E+02   0.927727E-01  -0.108534E+02
  1270   0.775259E+03   0.290462E+02   0.926935E-01  -0.114862E+02
  1271   0.772737E+03   0.291475E+02   0.926148E-01  -0.121255E+02
  1272   0.770279E+03   0.292456E+02   0.925363E-01  -0.127710E+02
  1273   0.767876E+03   0.293404E+02   0.924583E-01  -0.134224E+02
  1274   0.765530E+03   0.294319E+02   0.923807E-01  -0.140793E+02
  1275   0.763246E+03   0.295201E+02   0.923035E-01  -0.147416E+02
  1276   0.761022E+03   0.296049E+02   0.922267E-01  -0.154088E+02
  1277   0.758859E+03   0.296863E+02   0.921504E-01  -0.160807E+02
  1278   0.756756E+03   0.297643E+02   0.920745E-01  -0.167570E+02
  1279   0.754713E+03   0.298387E+02   0.919991E-01  -0.174373E+02
  1280   0.752731E+03   0.299098E+02   0.919242E-01  -0.181214E+02
  1281   0.750809E+03   0.299772E+02   0.918498E-01  -0.188090E+02
  1282   0.748949E+03   0.300410E+02   0.917759E-01  -0.194998E+02
  1283   0.747148E+03   0.301013E+02   0.917024E-01  -0.201934E+02
  1284   0.745409E+03   0.301579E+02   0.916296E-01  -0.208894E+02
  1285   0.743731E+03   0.302108E+02   0.915572E-01  -0.215878E+02
  1286   0.742113E+03   0.302600E+02   0.914854E-01  -0.222880E+02
  1287   0.740556E+03   0.303055E+02   0.914142E-01  -0.229899E+02
  1288   0.739060E+03   0.303473E+02   0.913435E-01  -0.236930E+02
  1289   0.737624E+03   0.303854E+02   0.912734E-01  -0.243971E+02
  1290   0.736250E+03   0.304198E+02   0.912038E-01  -0.251018E+02
  1291   0.734937E+03   0.304505E+02   0.911349E-01  -0.258068E+02
  1292   0.733683E+03   0.304774E+02   0.910666E-01  -0.265119E+02
  1293   0.732490E+03   0.305007E+02   0.909989E-01  -0.272166E+02
  1294   0.731358E+03   0.305202E+02   0.909318E-01  -0.279209E+02
  1295   0.730285E+03   0.305360E+02   0.908653E-01  -0.286241E+02
  1296   0.729272E+03   0.305480E+02   0.907994E-01  -0.293263E+02
  1297   0.728318E+03   0.305562E+02   0.907342E-01  -0.300269E+02
  1298   0.727423E+03   0.305606E+02   0.906696E-01  -0.307257E+02
  1299   0.726586E+03   0.305613E+02   0.906057E-01  -0.314225E+02
  1300   0.725808E+03   0.305581E+02   0.905425E-01  -0.321169E+02
  1301   0.725088E+03   0.305511E+02   0.904799E-01  -0.328086E+02
  1302   0.724425E+03   0.305405E+02   0.904180E-01  -0.334974E+02
  1303   0.723818E+03   0.305261E+02   0.903567E-01  -0.341830E+02
  1304   0.723268E+03   0.305079E+02   0.902961E-01  -0.348651E+02
  1305   0.722776E+03   0.304860E+02   0.902362E-01  -0.355433E+02
  1306   0.722337E+03   0.304605E+02   0.901770E-01  -0.362175E+02
  1307   0.721955E+03   0.304312E+02   0.901185E-01  -0.368873E+02
  1308   0.721627E+03   0.303983E+02   0.900607E-01  -0.375525E+02
  1309   0.721353E+03   0.303616E+02   0.900036E-01  -0.382127E+02
  1310   0.721132E+03   0.303214E+02   0.899472E-01  -0.388677E+02
  1311   0.720964E+03   0.302775E+02   0.898915E-01  -0.395173E+02
  1312   0.720848E+03   0.302299E+02   0.898365E-01  -0.401610E+02
  1313   0.720784E+03   0.301787E+02   0.897822E-01  -0.407987E+02
  1314   0.720770E+03   0.301240E+02   0.897286E-01  -0.414302E+02
  1315   0.720807E+03   0.300657E+02   0.896757E-01  -0.420551E+02
  1316   0.720892E+03   0.300039E+02   0.896236E-01  -0.426732E+02
  1317   0.721027E+03   0.299387E+02   0.895721E-01  -0.432844E+02
  1318   0.721210E+03   0.298700E+02   0.895214E-01  -0.438883E+02
  1319   0.721440E+03   0.297980E+02   0.894714E-01  -0.444846E+02
  1320   0.721716E+03   0.297227E+02   0.894221E-01  -0.450732E+02
  1321   0.722039E+03   0.296440E+02   0.893735E-01  -0.456538E+02
  1322   0.722407E+03   0.295622E+02   0.893256E-01  -0.462263E+02
  1323   0.722819E+03   0.294771E+02   0.892784E-01  -0.467903E+02
  1324   0.723274E+03   0.293889E+02   0.892320E-01  -0.473456E+02
  1325   0.723772E+03   0.292974E+02   0.891862E-01  -0.478920E+02
  1326   0.724312E+03   0.292028E+02   0.891412E-01  -0.484293E+02
  1327   0.724892E+03   0.291051E+02   0.890968E-01  -0.489574E+02
  1328   0.725513E+03   0.290044E+02   0.890532E-01  -0.494759E+02
  1329   0.726171E+03   0.289006E+02   0.890102E-01  -0.499847E+02
  1330   0.726869E+03   0.287939E+02   0.889679E-01  -0.504836E+02
  1331   0.727603E+03   0.286843E+02   0.889264E-01  -0.509723E+02
  1332   0.728373E+03   0.285718E+02   0.888855E-01  -0.514509E+02
  1333   0.729179E+03   0.284564E+02   0.888452E-01  -0.519189E+02
  1334   0.730019E+03   0.283383E+02   0.888057E-01  -0.523763E+02
  1335   0.730892E+03   0.282175E+02   0.887668E-01  -0.528228E+02
  1336   0.731797E+03   0.280940E+02   0.887286E-01  -0.532584E+02
  1337   0.732734E+03   0.279678E+02   0.886910E-01  -0.536828E+02
  1338   0.733702E+03   0.278391E+02   0.886541E-01  -0.540959E+02
  1339   0.734698E+03   0.277079E+02   0.886178E-01  -0.544976E+02
  1340   0.735723E+03   0.275742E+02   0.885821E-01  -0.548876E+02
  1341   0.736775E+03   0.274381E+02   0.885471E-01  -0.552660E+02
  1342   0.737853E+03   0.272996E+02   0.885127E-01  -0.556323E+02
  1343   0.738957E+03   0.271588E+02   0.884789E-01  -0.559867E+02
  1344   0.740084E+03   0.270157E+02   0.884457E-01  -0.563288E+02
  1345   0.741234E+03   0.268704E+02   0.884131E-01  -0.566587E+02
  1346   0.742406E+03   0.267230E+02   0.883811E-01  -0.569760E+02
  1347   0.743599E+03   0.265733E+02   0.883496E-01  -0.572809E+02
  1348   0.744812E+03   0.264216E+02   0.883187E-01  -0.575729E+02
  1349   0.746043E+03   0.262679E+02   0.882884E-01  -0.578521E+02
  1350   0.747291E+03   0.261124E+02   0.882586E-01  -0.581186E+02
  1351   0.748557E+03   0.259549E+02   0.882293E-01  -0.583721E+02
  1352   0.749837E+03   0.257957E+02   0.882006E-01  -0.586127E+02
  1353   0.751134E+03   0.256347E+02   0.881723E-01  -0.588403E+02
  1354   0.752439E+03   0.254722E+02   0.881446E-01  -0.590549E+02
  1355   0.753762E+03   0.253080E+02   0.881174E-01  -0.592563E+02
  1356   0.755096E+03   0.251424E+02   0.880906E-01  -0.594446E+02
  1357   0.756442E+03   0.249754E+02   0.880643E-01  -0.596198E+02
  1358   0.757799E+03   0.248069E+02   0.880385E-01  -0.597816E+02
  1359   0.759160E+03   0.246372E+02   0.880131E-01  -0.599303E+02
  1360   0.760526E+03   0.244663E+02   0.879881E-01  -0.600655E+02
  1361   0.761897E+03   0.242942E+02   0.879635E-01  -0.601874E+02
  1362   0.763281E+03   0.241209E+02   0.879394E-01  -0.602959E+02
  1363   0.764663E+03   0.239466E+02   0.879156E-01  -0.603909E+02
  1364   0.766050E+03   0.237712E+02   0.878922E-01  -0.604725E+02
  1365   0.767442E+03   0.235950E+02   0.878692E-01  -0.605406E+02
  1366   0.768827E+03   0.234179E+02   0.878466E-01  -0.605954E+02
  1367   0.770217E+03   0.232401E+02   0.878243E-01  -0.606367E+02
  1368   0.771606E+03   0.230614E+02   0.878023E-01  -0.606645E+02
  1369   0.772988E+03   0.228822E+02   0.877806E-01  -0.606789E+02
  1370   0.774376E+03   0.227025E+02   0.877593E-01  -0.606800E+02
  1371   0.775749E+03   0.225221E+02   0.877382E-01  -0.606677E+02
  1372   0.777123E+03   0.223414E+02   0.877174E-01  -0.606421E+02
  1373   0.778489E+03   0.221603E+02   0.876968E-01  -0.606033E+02
  1374   0.779848E+03   0.219790E+02   0.876765E-01  -0.605513E+02
  1375   0.781193E+03   0.217973E+02   0.876565E-01  -0.604861E+02
  1376   0.782532E+03   0.216156E+02   0.876367E-01  -0.604077E+02
  1377   0.783865E+03   0.214338E+02   0.876170E-01  -0.603163E+02
  1378   0.785184E+03   0.212519E+02   0.875976E-01  -0.602119E+02
  1379   0.786489E+03   0.210701E+02   0.875784E-01  -0.600945E+02
  1380   0.787775E+03   0.208884E+02   0.875593E-01  -0.599640E+02
  1381   0.789055E+03   0.207067E+02   0.875404E-01  -0.598208E+02
  1382   0.790315E+03   0.205253E+02   0.875216E-01  -0.596646E+02
  1383   0.791556E+03   0.203442E+02   0.875029E-01  -0.594957E+02
  1384   0.792777E+03   0.201634E+02   0.874844E-01  -0.593140E+02
  1385   0.793986E+03   0.199830E+02   0.874659E-01  -0.591198E+02
  1386   0.795176E+03   0.198031E+02   0.874475E-01  -0.589132E+02
  1387   0.796340E+03   0.196238E+02   0.874292E-01  -0.586942E+02
  1388   0.797485E+03   0.194451E+02   0.874110E-01  -0.584632E+02
  1389   0.798604E+03   0.192671E+02   0.873928E-01  -0.582202E+02
  1390   0.799705E+03   0.190899E+02   0.873746E-01  -0.579653E+02
  1391   0.800781E+03   0.189135E+02   0.873565E-01  -0.576987E+02
  1392   0.801832E+03   0.187380E+02   0.873383E-01  -0.574204E+02
  1393   0.802865E+03   0.185634E+02   0.873202E-01  -0.571306E+02
  1394   0.803865E+03   0.183898E+02   0.873020E-01  -0.568294E+02
  1395   0.804834E+03   0.182173E+02   0.872837E-01  -0.565170E+02
  1396   0.805779E+03   0.180459E+02   0.872655E-01  -0.561932E+02
  1397   0.806699E+03   0.178756E+02   0.872471E-01  -0.558585E+02
  1398   0.807580E+03   0.177066E+02   0.872287E-01  -0.555128E+02
  1399   0.808438E+03   0.175389E+02   0.872101E-01  -0.551564E+02
  1400   0.809257E+03   0.173724E+02   0.871915E-01  -0.547895E+02
  1401   0.810053E+03   0.172074E+02   0.871727E-01  -0.544122E+02
  1402   0.810811E+03   0.170438E+02   0.871538E-01  -0.540246E+02
  1403   0.811538E+03   0.168817E+02   0.871348E-01  -0.536270E+02
  1404   0.812235E+03   0.167212E+02   0.871155E-01  -0.532196E+02
  1405   0.812894E+03   0.165622E+02   0.870961E-01  -0.528024E+02
  1406   0.813517E+03   0.164050E+02   0.870766E-01  -0.523757E+02
  1407   0.814102E+03   0.162494E+02   0.870568E-01  -0.519398E+02
  1408   0.814657E+03   0.160956E+02   0.870368E-01  -0.514945E+02
  1409   0.815168E+03   0.159435E+02   0.870165E-01  -0.510403E+02
  1410   0.815650E+03   0.157933E+02   0.869960E-01  -0.505773E+02
  1411   0.816088E+03   0.156449E+02   0.869753E-01  -0.501056E+02
  1412   0.816490E+03   0.154985E+02   0.869543E-01  -0.496256E+02
  1413   0.816848E+03   0.153541E+02   0.869330E-01  -0.491372E+02
  1414   0.817170E+03   0.152117E+02   0.869114E-01  -0.486410E+02
  1415   0.817449E+03   0.150714E+02   0.868895E-01  -0.481370E+02
  1416   0.817692E+03   0.149332E+02   0.868672E-01  -0.476255E+02
  1417   0.817892E+03   0.147972E+02   0.868447E-01  -0.471067E+02
  1418   0.818056E+03   0.146634E+02   0.868218E-01  -0.465809E+02
  1419   0.818178E+03   0.145318E+02   0.867985E-01  -0.460482E+02
  1420   0.818258E+03   0.144025E+02   0.867749E-01  -0.455090E+02
  1421   0.818294E+03   0.142756E+02   0.867508E-01  -0.449634E+02
  1422   0.818289E+03   0.141510E+02   0.867264E-01  -0.444115E+02
  1423   0.818248E+03   0.140288E+02   0.867016E-01  -0.438537E+02
  1424   0.818158E+03   0.139090E+02   0.866763E-01  -0.432900E+02
  1425   0.818026E+03   0.137917E+02   0.866507E-01  -0.427209E+02
  1426   0.817852E+03   0.136769E+02   0.866246E-01  -0.421465E+02
  1427   0.817629E+03   0.135646E+02   0.865980E-01  -0.415669E+02
  1428   0.817364E+03   0.134548E+02   0.865710E-01  -0.409823E+02
  1429   0.817058E+03   0.133476E+02   0.865435E-01  -0.403933E+02
  1430   0.816710E+03   0.132429E+02   0.865155E-01  -0.397997E+02
  1431   0.816313E+03   0.131410E+02   0.864871E-01  -0.392021E+02
  1432   0.815875E+03   0.130417E+02   0.864581E-01  -0.386004E+02
  1433   0.815388E+03   0.129451E+02   0.864286E-01  -0.379950E+02
  1434   0.814860E+03   0.128511E+02   0.863986E-01  -0.373861E+02
  1435   0.814283E+03   0.127599E+02   0.863681E-01  -0.367740E+02
  1436   0.813665E+03   0.126715E+02   0.863371E-01  -0.361589E+02
  1437   0.812999E+03   0.125857E+02   0.863055E-01  -0.355410E+02
  1438   0.812284E+03   0.125028E+02   0.862733E-01  -0.349205E+02
  1439   0.811529E+03   0.124227E+02   0.862406E-01  -0.342978E+02
  1440   0.810732E+03   0.123453E+02   0.862073E-01  -0.336729E+02
  1441   0.809887E+03   0.122708E+02   0.861735E-01  -0.330462E+02
  1442   0.808994E+03   0.121991E+02   0.861390E-01  -0.324178E+02
  1443   0.808053E+03   0.121303E+02   0.861040E-01  -0.317880E+02
  1444   0.807071E+03   0.120643E+02   0.860684E-01  -0.311571E+02
  1445   0.806041E+03   0.120011E+02   0.860322E-01  -0.305252E+02
  1446   0.804962E+03   0.119409E+02   0.859954E-01  -0.298925E+02
  1447   0.803843E+03   0.118835E+02   0.859579E-01  -0.292594E+02
  1448   0.802675E+03   0.118290E+02   0.859199E-01  -0.286260E+02
  1449   0.801460E+03   0.117774E+02   0.858812E-01  -0.279926E+02
  1450   0.800203E+03   0.117287E+02   0.858419E-01  -0.273595E+02
  1451   0.798906E+03   0.116829E+02   0.858020E-01  -0.267268E+02
  1452   0.797561E+03   0.116400E+02   0.857614E-01  -0.260949E+02
  1453   0.796167E+03   0.115999E+02   0.857202E-01  -0.254639E+02
  1454   0.794733E+03   0.115628E+02   0.856784E-01  -0.248342E+02
  1455   0.793258E+03   0.115286E+02   0.856359E-01  -0.242058E+02
  1456   0.791742E+03   0.114972E+02   0.855928E-01  -0.235790E+02
  1457   0.790185E+03   0.114688E+02   0.855490E-01  -0.229541E+02
  1458   0.788579E+03   0.114431E+02   0.855046E-01  -0.223312E+02
  1459   0.786933E+03   0.114204E+02   0.854595E-01  -0.217105E+02
  1460   0.785245E+03   0.114006E+02   0.854137E-01  -0.210923E+02
  1461   0.783516E+03   0.113835E+02   0.853673E-01  -0.204767E+02
  1462   0.781746E+03   0.113693E+02   0.853203E-01  -0.198640E+02
  1463   0.779935E+03   0.113579E+02   0.852726E-01  -0.192545E+02
  1464   0.778083E+03   0.113492E+02   0.852242E-01  -0.186481E+02
  1465   0.776189E+03   0.113434E+02   0.851751E-01  -0.180452E+02
  1466   0.774261E+03   0.113404E+02   0.851254E-01  -0.174461E+02
  1467   0.772291E+03   0.113401E+02   0.850750E-01  -0.168509E+02
  1468   0.770288E+03   0.113426E+02   0.850240E-01  -0.162598E+02
  1469   0.768242E+03   0.113477E+02   0.849723E-01  -0.156730E+02
  1470   0.766155E+03   0.113557E+02   0.849199E-01  -0.150906E+02
  1471   0.764041E+03   0.113662E+02   0.848669E-01  -0.145130E+02
  1472   0.761884E+03   0.113795E+02   0.848132E-01  -0.139401E+02
  1473   0.759686E+03   0.113953E+02   0.847588E-01  -0.133724E+02
  1474   0.757460E+03   0.114138E+02   0.847038E-01  -0.128099E+02
  1475   0.755192E+03   0.114348E+02   0.846482E-01  -0.122529E+02
  1476   0.752896E+03   0.114585E+02   0.845918E-01  -0.117014E+02
  1477   0.750566E+03   0.114847E+02   0.845349E-01  -0.111557E+02
  1478   0.748200E+03   0.115133E+02   0.844772E-01  -0.106160E+02
  1479   0.745806E+03   0.115445E+02   0.844189E-01  -0.100823E+02
  1480   0.743376E+03   0.115781E+02   0.843600E-01  -0.955496E+01
  1481   0.740918E+03   0.116142E+02   0.843005E-01  -0.903408E+01
  1482   0.738425E+03   0.116526E+02   0.842403E-01  -0.851981E+01
  1483   0.735903E+03   0.116933E+02   0.841794E-01  -0.801230E+01
  1484   0.733360E+03   0.117365E+02   0.841179E-01  -0.751169E+01
  1485   0.730780E+03   0.117819E+02   0.840558E-01  -0.701814E+01
  1486   0.728180E+03   0.118295E+02   0.839931E-01  -0.653179E+01
  1487   0.725543E+03   0.118794E+02   0.839297E-01  -0.605281E+01
  1488   0.722884E+03   0.119315E+02   0.838657E-01  -0.558131E+01
  1489   0.720203E+03   0.119857E+02   0.838012E-01  -0.511746E+01
  1490   0.717489E+03   0.120421E+02   0.837360E-01  -0.466136E+01
  1491   0.714752E+03   0.121005E+02   0.836702E-01  -0.421315E+01
  1492   0.711992E+03   0.121609E+02   0.836037E-01  -0.377296E+01
  1493   0.709209E+03   0.122234E+02   0.835368E-01  -0.334093E+01
  1494   0.706402E+03   0.122877E+02   0.834692E-01  -0.291718E+01
  1495   0.703573E+03   0.123540E+02   0.834010E-01  -0.250182E+01
  1496   0.700722E+03   0.124222E+02   0.833323E-01  -0.209499E+01
  1497   0.697851E+03   0.124922E+02   0.832629E-01  -0.169675E+01
  1498   0.694960E+03   0.125640E+02   0.831931E-01  -0.130721E+01
  1499   0.692049E+03   0.126375E+02   0.831226E-01  -0.926460E+00
  1500   0.689120E+03   0.127127E+02   0.830517E-01  -0.554605E+00
  1501   0.686173E+03   0.127896E+02   0.829801E-01  -0.191745E+00
  1502   0.683210E+03   0.128681E+02   0.829081E-01   0.162038E+00
  1503   0.680231E+03   0.129481E+02   0.828355E-01   0.506650E+00
  1504   0.677235E+03   0.130297E+02   0.827624E-01   0.842035E+00
  1505   0.674226E+03   0.131127E+02   0.826887E-01   0.116811E+01
  1506   0.671201E+03   0.131971E+02   0.826146E-01   0.148480E+01
  1507   0.668163E+03   0.132829E+02   0.825400E-01   0.179203E+01
  1508   0.665113E+03   0.133701E+02   0.824648E-01   0.208970E+01
  1509   0.662050E+03   0.134585E+02   0.823892E-01   0.237784E+01
  1510   0.658975E+03   0.135482E+02   0.823132E-01   0.265625E+01
  1511   0.655890E+03   0.136390E+02   0.822366E-01   0.292504E+01
  1512   0.652797E+03   0.137309E+02   0.821597E-01   0.318414E+01
  1513   0.649694E+03   0.138240E+02   0.820822E-01   0.343357E+01
  1514   0.646584E+03   0.139180E+02   0.820044E-01   0.367321E+01
  1515   0.643468E+03   0.140131E+02   0.819261E-01   0.390315E+01
  1516   0.640346E+03   0.141091E+02   0.818474E-01   0.412326E+01
  1517   0.637220E+03   0.142060E+02   0.817683E-01   0.433354E+01
  1518   0.634089E+03   0.143037E+02   0.816888E-01   0.453403E+01
  1519   0.630955E+03   0.144023E+02   0.816089E-01   0.472472E+01
  1520   0.627819E+03   0.145015E+02   0.815286E-01   0.490548E+01
  1521   0.624681E+03   0.146014E+02   0.814480E-01   0.507640E+01
  1522   0.621541E+03   0.147021E+02   0.813670E-01   0.523749E+01
  1523   0.618401E+03   0.148033E+02   0.812857E-01   0.538861E+01
  1524   0.615261E+03   0.149050E+02   0.812040E-01   0.552984E+01
  1525   0.612121E+03   0.150071E+02   0.811221E-01   0.566119E+01
  1526   0.608985E+03   0.151097E+02   0.810398E-01   0.578267E+01
  1527   0.605850E+03   0.152128E+02   0.809572E-01   0.589434E+01
  1528   0.602718E+03   0.153161E+02   0.808744E-01   0.599615E+01
  1529   0.599591E+03   0.154198E+02   0.807912E-01   0.608824E+01
  1530   0.596469E+03   0.155236E+02   0.807078E-01   0.617047E+01
  1531   0.593352E+03   0.156277E+02   0.806241E-01   0.624291E+01
  1532   0.590240E+03   0.157319E+02   0.805402E-01   0.630564E+01
  1533   0.587136E+03   0.158361E+02   0.804561E-01   0.635864E+01
  1534   0.584039E+03   0.159404E+02   0.803718E-01   0.640200E+01
  1535   0.580950E+03   0.160447E+02   0.802872E-01   0.643572E+01
  1536   0.577871E+03   0.161488E+02   0.802024E-01   0.645977E+01
  1537   0.574799E+03   0.162528E+02   0.801175E-01   0.647424E+01
  1538   0.571738E+03   0.163567E+02   0.800324E-01   0.647919E+01
  1539   0.568688E+03   0.164603E+02   0.799471E-01   0.647469E+01
  1540   0.565649E+03   0.165636E+02   0.798617E-01   0.646088E+01
  1541   0.562622E+03   0.166667E+02   0.797761E-01   0.643766E+01
  1542   0.559608E+03   0.167693E+02   0.796904E-01   0.640526E+01
  1543   0.556608E+03   0.168715E+02   0.796046E-01   0.636366E+01
  1544   0.553623E+03   0.169734E+02   0.795187E-01   0.631299E+01
  1545   0.550651E+03   0.170746E+02   0.794327E-01   0.625332E+01
  1546   0.547696E+03   0.171752E+02   0.793466E-01   0.618470E+01
  1547   0.544757E+03   0.172753E+02   0.792604E-01   0.610720E+01
  1548   0.541834E+03   0.173748E+02   0.791742E-01   0.602093E+01
